ASSET,BKPREM,CHBAL,DEP,DEPDOM,EINTEXP,ELNATR,EQ,FREPO,INTAN,INTINC,LIAB,LNAG,LNATRES,LNAUTO,LNCI,LNCON,LNDEP,LNLSGR,LNLSNET,LNMUNI,LNRE,LNREAG,LNRECONS,LNREMULT,LNRENRES,LNRERES,NETINC,NIMY,NONII,NONIX,NUMEMP,ORE,ROA,ROE,SC,SCMUNI,SCUS,TRADE
333667000,2436000,128321000,258582000,190845000,2113000,27000,26127000,7489000,8548000,2881000,307540000,0,135000,0,3590000,0,50000,38810000,38675000,296000,3062000,0,0,1191000,1871000,0,534000,1.2161712774549083,2333000,2384000,43940,0,0.6814429618522743,8.29,101263000,340000,59262000,5126000
184534,4999,4300,153456,153456,928,-748,8938,3975,156,2507,175596,12492,866,1231,7509,4395,0,123301,122435,0,98803,66774,1931,458,8670,20970,1195,3.8440470828819397,377,1503,40,251,2.618224044389305,55.45,40034,3953,34328,0
47626,265,1644,44785,44785,126,0,2717,2025,0,482,44909,2637,134,244,7064,878,0,15885,15751,145,5161,189,0,0,4810,162,63,3.1145084916286647,39,332,9,54,0.5178206326864001,9.11,26398,6562,19588,0
300810,1541,21061,268970,268970,2319,310,31077,0,0,4657,269733,9448,4003,24158,26698,54108,0,243947,239944,1026,152285,39140,13482,619,21106,77938,494,3.334420799483721,104,1481,45,46,0.6691579480285069,6.4,28411,9819,18592,0
358884,2699,29931,323272,323272,1231,60,29021,1625,0,4069,329863,9,2220,419,4902,2191,0,176812,174592,4000,166271,1504,22735,6999,84562,50471,989,3.383904098870094,608,2001,48,0,1.1131918581665257,13.52,137584,51939,85647,0
410941,2270,6824,372669,372669,1963,45,33672,26975,0,5697,377269,1657,3994,718,14057,1529,0,289465,285471,784,271794,47883,59659,773,68770,94709,1182,3.821669088899351,237,2416,62,974,1.1564935350837282,14.13,82472,28222,54252,0
119954,892,21412,109602,109602,89,0,10052,0,0,1448,109902,5359,1896,585,4767,2357,0,46451,44555,1935,31917,11212,1278,620,9460,9347,573,4.578243238121708,155,941,29,0,1.8698298226435415,21.84,51888,17609,34279,0
227464,4695,27570,211434,211434,852,0,14190,6740,0,2587,213274,10179,2931,2042,34057,8587,0,117909,114978,0,65086,12845,740,0,504,50997,293,3.1257811637904824,171,1507,48,25,0.5003853223151787,8.16,67902,15765,52137,0
390685,5604,12154,330529,330529,1115,0,38658,12100,928,4400,352027,0,3894,537,5586,2305,0,214746,210852,0,206826,0,74102,7923,59848,64953,986,3.598930181028379,488,2520,68,0,1.0318921118074986,10.32,142380,84796,57660,0
370378,6869,92349,329097,329097,570,150,22112,0,0,4259,348266,0,1485,3195,12946,4798,0,119401,117916,298,101616,495,10659,13338,45579,31545,1152,4.29183675546914,616,2685,73,0,1.2368660155762445,21.61,136633,39439,65689,0
177852,4383,17559,161986,161986,810,177,14686,0,0,2788,163166,420,1361,4102,12606,12052,0,140512,139151,100,115297,8523,11831,47,20590,74306,511,4.934544932923369,179,1312,35,15,1.1878886499680363,14.07,13047,0,13047,0
2146581,20169,613163,1898426,1898426,2500,865,229099,0,5964,29856,1917482,407,15841,19541,62452,69039,0,854825,838984,2409,711315,5172,183647,16421,250616,255459,15758,5.252990763676864,7544,13974,413,468,2.8795791187570554,28.3,638407,32064,559827,0
445201,6097,24695,377124,377124,1808,90,24865,50931,0,6280,420336,802,5003,1308,19840,6318,0,280589,275586,0,253104,11854,41093,14293,93263,92601,3087,4.566981804070149,827,2122,53,0,2.9147802112200627,47.3,84866,18566,62449,0
57646,634,8238,50413,50413,349,3,3127,0,0,761,54519,0,198,2,0,288,0,33015,32817,1481,31285,722,1628,0,535,28400,-181,2.9964998409018593,10,600,14,0,-1.255625601581672,-22.43,15132,6569,8557,0
129847,472,9017,115941,115941,402,0,11776,0,2895,1238,118071,577,971,1080,4488,4355,0,38225,37254,0,28794,4639,2633,0,5525,15997,150,2.887874639987219,77,765,19,0,0.4684608718056824,4.99,72030,40553,29265,0
410399,2466,5637,358251,358251,846,147,36580,157,2608,4771,373819,35262,4565,482,31776,791,0,250346,245781,1853,180664,35451,13760,4888,107136,19429,2066,4.099200655872105,510,2222,61,0,1.9926048896460016,22.82,135588,74826,59009,0
298155,1644,4712,237142,237142,1603,90,20491,1655,0,3326,277664,6028,2576,1883,3070,3301,0,221812,219236,4369,205031,24374,6307,22573,106941,44836,159,2.464998417350842,234,1716,38,0,0.2148303903934335,3.09,59190,24064,31096,0
567505,2784,20592,489516,489516,3055,39,49339,171,0,7157,518166,30365,3827,1457,16812,3798,0,306344,302517,1213,254146,53360,13596,10378,27495,149317,2083,3.134165710798335,455,1947,49,0,1.4736209122583612,17.36,208715,145817,3281,0
266958,4375,9233,209059,209059,1822,40,22305,546,0,3156,244653,16163,1625,3521,14356,7486,0,130059,128434,0,92010,32787,4333,0,22749,32141,211,2.1505679699984483,216,1280,23,0,0.31640883470450076,3.8,115120,53070,20400,0
1396617,20616,69656,1130523,1130523,9271,450,140509,2621,5534,17709,1256108,270334,13700,6543,236354,19905,0,1250362,1236662,3821,699220,226862,65511,54133,245878,106836,3897,2.575109588262469,2228,6148,107,0,1.1300544982338367,11.2,39683,9042,30441,0
333965,1586,7389,285714,285714,1170,0,24833,10114,3949,3508,309132,17839,2435,1680,37791,2824,0,162081,159646,803,102622,35520,0,250,48359,18493,1105,2.957724652027743,240,1430,36,0,1.3205205001844844,17.44,145479,122930,22375,0
293024,4570,17788,249961,249961,1644,21,18475,106,0,3298,274549,14612,2034,5175,26700,7149,0,214261,212227,2338,163462,16874,11782,4726,31344,98736,623,2.357183066475698,115,1103,26,0,0.8560411531822437,13.75,55195,778,54271,0
127454,598,3261,93919,93919,480,0,24772,0,0,1707,102682,2556,362,808,24712,1526,0,72761,72399,0,42967,1964,8506,90,20815,11592,601,4.184589150591496,82,678,16,3262,1.9166756361345978,9.8,46225,32632,0,0
116882,257,942,85429,85429,443,0,30573,3350,2481,1061,86309,12842,278,233,3993,429,0,34898,34620,946,16687,10292,0,0,2945,3450,393,2.2863485016648166,26,231,8,0,1.37898365746467,5.18,73299,72300,999,0
396812,2662,7044,305152,305152,2781,275,38340,6635,0,5825,358472,108669,3694,6857,55606,12268,0,359484,355790,745,182062,113180,0,297,20888,47697,1578,3.274870159036689,74,1203,30,0,1.619792675775862,16.72,15459,524,14935,0
2008264,27846,25095,1796752,1796752,7969,391,152577,0,7086,21411,1855687,25457,13390,50730,152849,98079,0,1365876,1352486,1769,1045416,68284,48186,76562,411482,440902,3750,2.8715725902820597,3731,12356,363,530,0.7466302709297264,9.69,517585,90469,284299,0
116561,2429,12211,96746,96746,389,38,12210,379,0,1700,104351,45,1499,9,17002,247,0,90679,89180,0,73385,0,2320,7300,52593,11172,-61,4.932743862289531,510,1857,46,0,-0.20768166826258114,-1.99,9089,1994,7095,0
2668315,28469,150075,2198207,2198207,11546,0,227331,0,65308,28408,2440984,10351,16037,19369,218715,34410,4007,1424625,1408588,3873,1118062,29504,116856,59318,610809,301575,5957,2.840070648062705,3974,13535,367,122,0.9089891234499776,10.73,907996,426637,173774,0
321408,983,5433,279360,279360,1565,0,20231,7092,175,2595,301177,6177,689,940,4719,2605,0,140980,140291,7649,119802,41818,5394,2785,11445,58360,22,1.3130051245442727,85,1154,40,0,0.02724622693939727,0.44,163490,30194,132903,0
407500,4615,47885,370730,370730,2237,0,34550,25000,0,6009,372950,41617,5962,5927,53575,8849,0,310970,305008,1000,205915,37821,31067,5267,59023,72737,2396,3.9943981002252937,495,1871,48,66,2.401309896508655,27.09,13104,1516,10860,0
251417,2183,39707,218883,218883,1293,0,12838,0,0,3442,238579,97,2056,4419,37851,12388,0,141459,139403,58,85898,10476,16567,2333,19841,36681,796,3.6539618238353424,454,1807,46,0,1.2810840932729002,24.3,63713,34700,27125,0
7756052,81831,165735,6329349,6329349,43451,19942,818368,845,196500,105519,6937684,40688,160844,14734,1193590,750756,0,5938201,5777357,34396,3252912,67923,474128,286289,1981382,443190,24754,3.5772163970832382,38015,48335,880,8920,1.274489165278202,12.11,1044900,60630,696687,0
491438,3400,15260,418524,418524,2070,60,42237,26801,723,5586,449201,12860,5577,11200,33309,20423,0,314399,308822,0,236888,52704,3244,12641,98877,69422,1014,3.0338427488375554,582,2665,79,0,0.8421236215052961,9.62,128507,24263,104244,0
249066,5329,4430,213379,213379,709,0,24225,10124,0,2782,224841,3060,1110,7649,23342,10749,0,105148,104038,302,67485,9236,2014,764,15338,40133,1031,3.674505789606626,347,1375,35,40,1.6711274639911338,17.05,115164,29509,55840,0
2724414,21565,96220,2267728,2267728,13927,1125,291853,0,17839,35475,2432561,0,29889,2987,547165,66636,0,2163633,2133744,782,1548341,0,232075,159818,784570,371878,8057,3.4253188335905542,2942,14460,286,0,1.1767571118258833,11.15,291922,30903,190565,5337
1160346,15142,55779,1055662,1055662,8275,-158,97763,354,0,16097,1062583,61630,12292,17143,141493,29767,0,915012,902720,0,681695,141376,55123,31881,272244,181071,3460,2.7934816380902046,2184,6519,181,437,1.163883941260863,14.05,152830,93382,57934,0
1344302,299,152786,1148528,1148528,6759,30,186131,0,136,17896,1158171,0,12492,0,379842,0,0,962204,949712,0,510507,0,18149,0,492213,145,6092,3.2255927337999006,2428,5762,63,0,1.7048493547171777,13.15,198337,0,135977,0
887626,30497,20137,667176,667176,2681,0,135871,0,7611,10682,751755,0,14335,1633,37335,3760,0,470677,456342,1544,426998,469,52443,16685,179518,177883,3903,3.9175627481450515,800,4898,140,0,1.7772010108599139,11.55,355522,0,355522,0
328941,2902,34252,258200,258200,1144,-9,44549,0,0,3842,284392,1227,4006,563,1540,1793,0,292687,288681,0,288125,32703,17294,1666,12069,224393,1108,3.3828494048981104,57,1331,41,0,1.3515574015455085,10.07,0,0,0,0
313621,12104,9831,260160,260160,1337,60,40660,0,76,3945,272961,16,3178,6004,15630,12699,0,243423,240245,1751,213324,323,7989,0,158989,46023,591,3.704782265911884,395,2295,58,168,0.7622892539464753,5.85,38090,19081,15113,0
155000,5052,5465,136503,136503,733,30,12479,0,0,2200,142521,124,1552,10602,20121,20533,0,118031,116479,0,77066,11,8652,3235,18418,46750,357,4.028905405173449,178,1195,30,165,0.9172779711969578,11.58,25356,14729,9702,0
450961,4146,76512,421135,421135,1342,0,26733,0,595,5196,424228,0,3117,11698,28305,25531,0,222661,219544,2690,166441,1127,7131,579,79080,78524,1734,3.8913521161246516,997,2412,66,0,1.5739633422666797,27.23,131951,38804,84365,0
84446,365,4278,79548,79548,319,0,4681,3000,0,719,79765,4372,249,37,3745,470,0,30444,30195,0,21857,11303,46,750,3303,6455,2,2.0359212861932723,34,461,9,0,0.009416362106204794,0.17,42044,16003,26041,0
357219,3379,6663,314348,314348,1865,38,18552,5264,583,4194,338667,14393,2552,8488,25306,12056,0,239319,236767,876,186595,43528,13308,3788,40171,85800,522,2.73113185421455,362,2024,45,0,0.5803022407503908,10.84,93999,33051,60948,0
30078996,434255,634919,23080700,23080700,119865,5341,3162574,56,1204894,324635,26916422,715496,227675,478829,2054843,947761,1403,18225527,17997852,275561,14138447,719716,1609246,1532181,7467687,2809617,66352,3.0171382314213315,40169,153687,3329,14405,0.8747421067574741,8.37,8626085,393570,6342636,44107
1753861,24439,84708,1557525,1557525,9826,437,141722,199,12562,23973,1612139,312454,13633,11394,234420,27029,0,1367533,1353900,23952,769678,113596,78819,147672,317595,111996,4564,3.4938024335851545,2387,10029,199,0,1.05280974656385,12.96,223039,21591,193403,0
139903,387,11932,124377,124377,588,0,12941,0,35,1391,126962,18457,1214,936,4259,2081,0,72093,70879,289,46613,34565,2878,4,4014,5152,153,2.3385596598458678,63,715,19,0,0.42938630033186226,4.69,54367,34646,14503,0
628297,9740,38258,571665,571665,2332,25,46623,8759,6980,7794,581674,136997,1724,7001,33629,13201,0,333840,332116,149,149635,98345,9065,655,28775,12795,1891,3.787266166909785,1124,4568,110,0,1.198709374782096,16.34,209959,104338,101166,0
217138,1793,2411,173938,173938,942,25,26731,2191,0,2997,190407,31177,1021,924,13642,3079,0,144693,143672,2446,93576,67282,0,0,23413,2881,913,4.023514554647845,102,1158,31,0,1.6788643301092272,13.7,58537,37263,21274,0
195422,4676,18697,160781,160781,447,55,32372,0,3986,3139,163050,6576,1630,1641,18359,4648,0,132723,131093,0,103017,6159,10255,7456,51014,28133,1036,6.038040552664633,602,1888,37,0,2.140114494059685,12.95,34035,0,34035,0
520258,517,33564,448453,448453,2070,0,31437,0,9549,6688,488821,84154,3509,2639,21379,4501,0,244124,240615,19,129536,75333,2059,899,16631,34614,2518,3.8299853099578165,1318,3271,81,0,1.9800987493647542,32.47,224938,104447,69296,0
158491,1261,40242,133245,133245,511,0,11945,0,0,1787,146546,0,909,21000,15452,21345,0,69302,68393,0,32505,329,1823,4708,14898,10747,479,3.258468570844878,148,924,28,0,1.201321704672991,16.19,47644,5293,42351,0
122084,6719,6378,97226,97226,433,0,7662,0,0,1207,114422,2467,833,2436,4720,3279,0,89681,88848,172,79043,12417,5451,440,5412,55323,161,2.8965981812057935,115,722,16,0,0.5302790140433363,8.45,15825,5802,5835,0
814760,8841,118574,691847,691847,2369,1,24410,0,0,8419,790350,884,3632,419,37372,3897,0,295745,292113,0,253876,445,20167,7228,111550,114486,3586,3.205060286919116,1299,3762,109,0,1.7870613716792383,55.85,365663,44753,314684,0
137027,95,27500,118236,118236,211,30,17710,0,0,1526,119317,28747,826,1084,5820,2484,0,49880,49054,0,12823,6219,979,0,1398,4227,960,3.979979040794785,51,376,7,0,2.794485257998668,22.21,56269,3300,52969,0
256505,1201,35945,236106,236106,1878,0,8605,3891,0,2645,247900,683,788,0,11872,1055,0,74301,73513,0,60690,1482,3521,6719,45341,3627,127,1.2491093784988703,63,704,18,0,0.19803292492291139,5.73,133346,27326,95254,0
253595,2572,32015,217140,217140,1188,0,23413,0,0,3204,230182,25744,2867,3766,24280,7343,0,147778,144911,0,90380,28973,8765,522,30205,21915,751,3.3096247532351337,154,1188,30,0,1.1548138708369133,12.99,64065,18426,45142,0
535151,11309,28596,492014,492014,1051,84,38864,0,2473,6111,496287,1093,3809,3682,31174,10845,0,341888,338079,8555,290060,19093,18214,11053,55519,186181,1948,4.050219520297123,1964,4992,130,0,1.4528978244756974,20.09,139657,33924,101490,0
289978,1952,16966,264888,264888,809,0,24171,0,0,3613,265807,10417,1554,4020,12396,10848,0,171552,169998,153,137712,11418,22977,0,28138,75179,1081,3.9963585249531897,206,1641,53,0,1.4803757771630466,18.72,97979,14382,83597,0
1424505,16577,107872,1299207,1299207,5283,200,115264,0,5485,16574,1309241,6808,15168,11926,133414,49627,0,936429,921261,2342,743773,20835,125232,5503,314656,277547,3922,3.471688947001475,3601,9809,246,317,1.1305941456728181,13.76,330981,134786,174772,867
2254750,37070,444071,1980760,1980760,15496,1480,238984,0,7538,36284,2015766,44481,20296,3473,456467,5610,0,1606839,1586543,343,1092589,58225,277813,66049,494335,196167,5665,3.8706737300690115,1464,13600,230,192,1.0065472209901964,9.58,134866,66871,36669,0
185449,382,25855,163650,163650,1191,75,18864,0,0,2888,166585,39811,1569,1222,26482,1958,0,148161,146592,0,67928,11469,5728,1242,27931,21558,638,3.814072398825661,147,1132,29,0,1.3737971872686898,13.78,8609,0,8538,0
595537,15989,63205,518993,518993,3341,135,35551,0,2469,7587,559986,51695,4880,3731,24391,8262,0,345107,340227,2889,255894,45536,44182,9408,128394,28374,542,3.213355936308046,614,4187,126,0,0.3723751886137011,5.98,155282,52103,103179,0
12191083,130704,1072406,8597629,8597629,51192,-2500,1356716,0,0,108661,10834367,0,97501,409,147881,189359,0,6592306,6494805,0,6086830,4871,603372,407701,4443756,627130,13002,1.964089046860248,7266,49129,768,2929,0.4293402835034408,3.84,4286374,1546175,2740499,0
370160,5334,30218,319316,319316,1084,0,25549,0,222,4326,344611,26899,2717,27649,34520,28999,0,198203,195486,0,106668,24313,21504,10845,40008,9998,562,3.7153068752372564,423,2900,88,0,0.609666798652658,8.97,127400,9703,117534,0
10929896,116141,646547,7990445,7990445,61042,2020,868715,0,121,128101,10061181,202804,147848,13895,1291188,123615,0,6584271,6436423,40783,4769902,52699,640724,349733,2060015,1666731,11765,2.5082641447999916,16024,66213,1178,0,0.42082227922211013,5.44,3458338,3859,3454479,0
2822316,66307,33805,2497602,2497602,17499,900,211284,0,36870,38013,2611032,24265,30224,10592,332144,66649,0,2037149,2006925,5407,1608021,123856,270397,50949,777855,384964,6776,3.181834661779809,5115,16440,387,0,0.9641022722422208,12.87,579230,279215,289010,0
797955,20003,14594,612866,612866,4766,150,51207,0,2781,10945,746748,16549,10430,20823,52094,46310,0,529595,519165,785,413832,73680,45332,23888,137700,133232,720,3.316386432281498,1054,6094,130,0,0.35947067942454736,5.62,219932,108401,35268,0
283703,10374,6142,249398,249398,989,10,33286,17450,1637,3100,250417,130,1256,8541,20746,12532,0,158314,157058,377,124062,3231,3000,5689,34224,77918,638,3.3848503494485183,1180,2093,60,0,0.910586279120385,7.58,79699,31514,48185,0
1551293,20987,267377,1120308,1120308,12881,630,158250,0,5307,20460,1393043,48,17069,920,218322,92883,0,1058035,1040966,43,731986,1596,33409,28335,163306,505340,2962,2.2918234533914883,24970,27862,472,602,0.7943041793486276,7.54,103712,7243,69090,0
5715300,51403,739818,4962013,4962013,14570,0,575327,0,13282,66473,5139973,319003,75018,2967,495045,4926,0,3696295,3621277,471,2705888,723686,227414,114426,1213952,426410,23227,4.048010213810716,5030,24951,384,873,1.685149111065162,16.35,1046067,77993,953773,0
1129487,13972,79213,894909,894909,6300,0,85047,0,16810,13950,1044440,89378,7510,19121,126398,30965,0,696807,689297,0,443810,118162,29440,6382,182449,107377,3163,2.9760587742430866,3196,7038,195,381,1.1171285240826756,14.88,270724,130782,139942,0
1033284,28135,43223,918631,918631,5436,769,107977,0,1107,14863,925307,5360,6500,1513,82488,12724,0,809547,803047,54,708669,62894,96252,5279,321162,223082,5041,4.102102180506421,4868,7643,169,422,1.999197901655208,18.76,106184,27676,68816,0
73744,413,3682,66391,66391,290,0,7097,5425,0,948,66647,3140,430,408,8218,1308,0,38848,38418,0,25983,1936,6895,1736,7101,8315,188,3.823552911609393,39,509,15,0,1.0072597712234457,10.7,22602,2185,20417,0
443084,7226,24172,389761,389761,1915,120,46542,0,0,5577,396542,0,6194,254,39094,2286,0,313024,306830,0,271644,0,45208,5134,132074,89228,588,3.6481416220133767,348,3091,80,1613,0.5115284195142002,5.02,83231,13712,60587,0
153447,736,5602,130423,130423,726,50,15366,0,0,2182,138081,1192,1725,1425,8295,4524,0,118063,116338,0,103842,8419,24531,1849,20756,48287,407,4.114839635005811,100,1099,31,293,1.0784778093916338,10.59,24098,9900,14198,0
47044,369,7725,42194,42194,142,0,4669,0,1337,515,42375,4637,295,244,2961,563,0,24444,24149,0,16283,3061,0,0,5995,7227,101,3.1425742991343175,24,258,7,0,0.8047728608280794,8.62,12757,1412,11345,0
61579,298,13229,59193,59193,130,0,1703,0,0,493,59876,633,371,274,1582,1544,0,18204,17833,0,14443,8696,630,0,4242,875,47,2.5008181050963643,16,332,10,0,0.3063361061096129,9.68,28529,6382,22147,0
3458892,38906,169221,2897379,2897379,13923,1200,309919,0,144684,40519,3148973,107198,28973,58438,312700,83165,0,2366602,2337629,45952,1812533,181972,193578,97009,651437,688537,10787,3.3959237040799026,6181,20035,458,524,1.2492311371468932,14.36,672868,118283,554226,0
59470,299,10972,50142,50142,164,53,9126,0,2936,764,50344,5372,157,612,5228,1194,0,32243,32086,290,20159,5740,0,151,11181,3087,324,4.45723836939363,25,246,6,0,2.154452285365185,14.24,11366,7908,3383,0
1543241,27786,186123,1318025,1318025,6032,-215,116112,0,17512,19483,1427129,127926,10445,2037,140772,11443,0,929370,918925,4952,634835,152098,99281,32976,226901,123579,4214,3.638111865651407,1996,10117,202,260,1.0666366300711672,14.68,352419,166145,186056,0
418423,6105,11556,350444,350444,1903,178,34721,0,2568,5356,383702,36623,1866,2226,62392,7328,0,326069,324203,3806,214891,45938,21203,3360,73669,70721,770,3.577093857276234,380,2589,62,0,0.7446151391378661,8.95,64246,18292,29933,0
141296,1393,22301,132410,132410,318,45,8173,0,0,1234,133123,2470,706,3092,9969,5836,0,53185,52479,342,34389,4033,2676,109,4512,23059,314,2.6868769089182463,84,639,20,0,0.8810912623947302,15.24,62855,19259,43596,0
136025,2003,1911,122305,122305,412,4,10364,3316,296,1441,125661,0,1083,734,3256,1789,0,76905,75822,0,72076,0,7471,545,32917,31143,196,3.138546706470393,165,973,31,0,0.5709458475341548,7.48,50793,26022,24771,0
346327,1886,56678,320645,320645,975,6,23604,0,2285,3430,322723,106,2341,2698,38317,19734,0,137280,134939,6645,71947,430,4892,968,47800,17857,464,3.1160457316202486,326,2080,52,701,0.5506511538900863,7.75,140148,30621,107230,0
209675,3419,5712,193949,193949,802,45,15209,2778,0,2647,194466,488,1745,236,14401,877,0,149327,147582,0,133614,7809,15898,1952,65610,42345,613,3.7518492346329237,192,1231,36,0,1.20059246202245,16.87,47996,9226,38770,0
821596,15420,35792,643464,643464,3596,59,91767,3,276,11358,729829,57205,7076,6467,62144,17066,0,680493,673417,1019,535754,120069,47556,6525,133688,227916,2611,4.116669009098358,1282,6288,164,1398,1.2742249451127972,11.33,63326,1852,60878,0
91624,409,3126,76965,76965,502,9,8457,2702,0,1083,83167,1080,875,4056,2441,6466,0,60822,59947,0,50867,8330,2504,0,9622,30411,155,2.6663913078396955,49,466,13,0,0.6814459844146709,7.34,24513,18455,5064,0
211059,1171,10715,186764,186764,997,0,22675,0,0,2956,188384,61087,1607,300,12245,2720,0,132437,130830,1211,55169,34766,5127,0,8689,6587,781,3.8694576537339085,136,1212,29,91,1.4469829432948504,13.84,61920,25389,36531,0
1395800,18695,6780,1132295,1132295,10164,0,140585,1639,3103,19053,1255215,81644,14984,3045,62278,6185,0,1018219,1003235,0,831783,94736,111357,118202,295221,212267,7906,2.6941598878873054,1012,4688,139,125,2.2500089825333305,22.85,311476,223647,2134,0
111498,301,23706,92396,92396,393,-32,15236,100,130,1057,96262,8426,545,3505,3748,4573,0,56783,56238,1733,38281,12448,985,753,6123,17972,262,2.591345919313137,176,610,13,0,0.9524372123035257,6.89,25867,7466,18401,0
106328,1207,18435,81317,81317,95,0,24937,0,0,1802,81391,1318,1509,163,9237,327,0,87281,85772,0,76356,2414,20953,509,19586,32894,1255,6.515484772869323,43,495,12,0,4.562848235304811,19.45,0,0,0,0
234942,2439,5140,214122,214122,734,35,14909,12465,0,2438,220033,0,1582,584,4259,3925,0,167163,165581,0,158974,3,9974,8089,25036,115872,450,3.0952553948993677,188,1316,37,0,0.7889408031417376,12.05,44556,33212,7087,0
278511,2451,26835,251927,251927,1021,20,24696,1668,381,3231,253815,16121,2481,6747,26162,12660,0,146361,143880,784,90634,52191,5313,0,4060,29070,844,3.396348924905726,166,1159,39,0,1.2034106139675478,13.86,91711,75925,15786,0
152437,2824,17777,132513,132513,408,45,18223,4819,0,2063,134214,485,1279,3174,9644,5715,0,95850,94571,0,79820,1014,15059,327,22885,40535,570,4.762624191540946,177,1021,25,0,1.5402023204363906,12.68,29607,7254,22353,0
533551,12907,69773,481248,481248,3059,1000,50492,0,0,7782,483059,9997,6529,4920,42291,15949,0,406311,399782,2256,336076,36388,54848,2259,112912,129669,414,3.838522782339788,913,4090,125,0,0.3132599177692716,3.29,34415,15063,19352,0
882612,8015,31800,796559,796559,4818,110,83705,41044,2396,9843,798907,16278,4240,3229,27890,8395,0,479967,475727,1268,426054,102954,60977,7678,234617,19828,1773,2.374442493306376,539,3345,76,0,0.8058312549356027,8.46,310783,120655,190128,0
635075,5153,81826,502577,502577,3743,1480,57021,1898,104,9468,578054,648,5266,1170,67929,3400,0,543338,538072,40,470910,16581,52073,118549,184403,99304,2223,3.711654676725413,852,2874,77,812,1.4082421441642758,15.9,751,751,0,0
830415,13465,32991,741232,741232,4755,0,64172,0,0,10240,766243,12427,7364,4713,37572,14130,0,628582,621218,6603,556904,222386,51822,31510,106158,145028,1667,2.8711339801454674,1157,4975,154,21,0.8150199324198378,10.35,133251,87004,46247,0
2597979,43059,250131,2020021,2020021,10711,350,342922,54,58866,30935,2255057,55374,19619,9930,220853,43815,0,1579584,1559965,3420,1253386,166729,199162,60961,378082,448452,5466,3.4432115472893585,3628,17525,484,58,0.8401436820918441,6.35,568483,358372,188149,0
4479894,63757,382037,3606804,3606804,12233,0,684019,0,36309,42817,3795875,85037,76702,209807,219228,278942,0,2197744,2121042,14617,1599604,179783,126981,148564,846513,297763,20598,2.9246852196842963,6210,19109,427,0,1.83057230379564,12.26,1741937,20279,1183259,0
1131156,13564,49639,936347,936347,4911,67,84351,0,4715,9774,1046805,4992,9052,861,29167,5122,0,687590,678538,1980,646119,27973,42902,179756,231889,163599,977,1.7992119429491094,1396,5177,118,0,0.34471398133622533,4.62,363545,109285,228242,0
215864,1296,13722,153687,153687,502,0,17425,0,0,2215,198439,16741,1406,1740,11471,3445,0,94550,93144,490,62403,41179,2246,121,5256,13601,839,3.2738713815765896,142,981,27,0,1.560621737563505,19.46,104627,34650,65051,0
467574,8056,5742,372943,372943,3083,30,37627,0,5184,5535,429947,9496,4846,3741,44034,4129,0,383868,379022,3439,322752,49296,39808,32963,116030,84655,791,2.2551403427086747,254,1877,49,0,0.6756547540875084,8.4,57246,12659,44571,0
1578098,25652,78860,1366163,1366163,5012,724,164915,0,60875,18744,1413183,71956,11579,8411,153169,12110,0,1016008,1004429,14142,764416,117814,56120,54243,295365,240874,4102,3.9502550355359705,3775,11504,254,135,1.0658850522743601,10.02,362728,166362,134630,0
551055,4325,20464,494258,494258,2221,275,54082,0,11706,5974,496973,148487,4048,7261,28882,11471,0,358884,354836,2322,167518,90693,2208,0,31869,42748,1034,2.9487591227971963,443,2654,79,0,0.7476554421940868,7.57,139750,31795,94561,0
83106,1844,5869,70591,70591,478,105,8265,0,1281,1404,74841,5689,1029,1179,11435,2792,0,72900,71871,0,53353,11437,7655,1809,10286,22166,131,5.005743631326441,60,707,18,0,0.6511298469720598,6.39,996,0,976,0
170303,1073,2127,155721,155721,900,75,11455,14607,0,2176,158848,82,943,1345,41707,2044,0,126876,125933,1371,81623,3254,2394,10236,16556,49183,307,3.193592791890877,65,893,21,0,0.7419827495052945,10.79,23247,21894,1353,0
122866,1195,7558,112902,112902,351,15,9275,2,124,1694,113591,883,1322,1446,2544,3480,0,71318,69996,1040,63429,7919,11168,2147,5319,36876,550,4.450317080949876,150,928,31,0,1.77234973293912,23.24,43105,7541,33808,0
108636,209,73565,524,524,0,0,101896,0,7105,7,6740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,766,1.5155615696887685,23406,22389,133,0,2.880511422393532,3.02,1845,0,1845,0
103865,744,3603,78881,78881,400,0,8272,35,304,1242,95593,15312,722,245,14882,720,0,75520,74798,1186,43255,19128,4709,1070,12759,5589,162,3.4130349967825455,125,649,14,0,0.6276667360845413,7.8,22832,0,22832,0
242912,4804,31507,221076,221076,1090,40,21115,0,1402,3152,221797,2936,2548,14956,24064,22279,0,166966,164418,0,117687,2239,7359,2052,51036,55001,693,3.621657935988689,410,1738,51,0,1.1526778344460222,13.23,37338,16315,20304,0
659008,8702,12717,621594,621594,2258,150,29617,1300,0,6920,629391,0,4259,9967,100608,21427,0,386514,382255,0,264441,1126,21846,18157,131644,91668,892,2.90680092902904,1032,4606,95,0,0.5388551894639313,11.91,247754,122173,124799,0
224936,508,15676,195072,195072,553,0,27855,4581,0,1780,197081,341,1688,1698,6011,3377,0,61618,59930,657,51232,0,1602,0,19180,30450,352,2.310315691364795,241,1029,29,26,0.6215992494895425,5.02,133723,54860,78863,0
