ASSET,BKPREM,CHBAL,DEP,DEPDOM,EINTEXP,ELNATR,EQ,FREPO,INTAN,INTINC,LIAB,LNAG,LNATRES,LNAUTO,LNCI,LNCON,LNDEP,LNLSGR,LNLSNET,LNMUNI,LNRE,LNREAG,LNRECONS,LNREMULT,LNRENRES,LNRERES,NETINC,NIMY,NONII,NONIX,NUMEMP,ORE,ROA,ROE,SC,SCMUNI,SCUS,TRADE
1006124,9364,10035,883538,883538,3423,60,93332,0,19978,11522,912792,617,8809,1860,105474,41174,3779,664103,655294,6318,502845,15612,43418,58452,267457,117906,2885,3.436337176000374,1501,5424,163,2073,1.1400942701865349,12.1,280477,91008,189469,0
319477,7376,5649,296191,296191,1625,98,18946,105,531,4159,300531,20198,2703,6057,12695,13664,0,222063,219360,1161,174344,73344,5687,5656,38032,51625,540,3.3770963168793173,587,2479,63,0,0.6689760794594921,11.37,74421,37172,33729,0
1391234,12841,139223,1265864,1265864,7152,14,108605,13875,0,17431,1282629,12438,12191,7842,45516,22606,0,912913,900722,16878,815975,51969,159007,14131,309157,281711,3486,3.201581012279242,1371,7084,181,0,1.0240953237093051,12.96,277481,23361,248025,0
91459,1751,1641,76794,76794,315,0,7299,2168,446,1234,84160,23754,1235,269,10539,599,0,67926,66691,0,33035,18802,2315,2272,4072,5574,390,4.290833537603157,24,515,14,0,1.7240712395077555,21.65,17596,6616,10980,0
194893,806,4534,186117,186117,878,0,8228,0,0,1980,186665,0,702,104,3536,500,0,49178,48476,0,45093,2590,9826,2223,20723,9731,255,2.354386433435706,77,915,27,0,0.520628633554005,12.05,135329,41514,90007,0
916117,34781,81199,831394,831394,2992,225,81467,0,374,11653,834650,28682,7242,4953,41926,7504,0,665870,658628,1715,585850,106463,61870,21618,239884,156015,3299,4.04167672885977,2454,6515,195,0,1.4406884211054958,16.4,130308,6343,122557,0
146848,2173,4493,133259,133259,311,15,12797,15200,0,1894,134051,19198,1515,2073,11583,3466,0,114114,112599,0,79867,33009,1226,1290,16684,27658,403,4.576053767909086,88,1146,33,0,1.1040982455659702,12.73,10233,1550,8683,0
218165,2394,12054,197187,197187,838,135,19884,104,0,3014,198281,1757,1459,4232,28528,7826,0,151843,150384,1995,111844,5754,6061,3137,42806,54086,836,4.067955039375599,335,1540,47,0,1.4986241697962694,16.94,50744,14483,36261,0
66851,259,14148,56906,56906,193,0,9234,3615,0,646,57617,15006,255,418,2047,680,0,26137,25882,0,8404,7520,0,0,884,0,175,2.8410605371674063,16,292,7,0,1.0162896715932517,7.38,19709,7185,12524,0
69898,519,4584,61722,61722,143,-31,7947,1145,0,863,61951,13565,521,247,5143,906,0,51617,51096,0,31961,16936,30,0,3154,11841,185,4.39215207826571,54,592,12,244,1.040677846921914,8.71,8868,2525,6343,0
184605,6878,11901,163835,163835,919,0,19658,0,0,2333,164947,59477,1533,1957,8010,2725,0,129539,128006,84,53928,33962,1781,481,11507,6197,391,3.3216757548795925,81,1034,29,0,0.8359858780390679,7.82,29757,11849,17830,0
102736,432,2858,99175,99175,399,0,3291,2437,0,1212,99445,6650,297,1446,4223,2573,0,48286,47989,0,34840,14038,712,0,1672,18418,219,3.286408699079361,97,676,15,0,0.851771363563438,24.35,48032,25371,22661,0
230436,1783,14859,204019,204019,716,0,21162,0,0,2591,209274,33386,1416,6372,8955,8565,0,144221,142805,1328,91936,38813,8406,194,11602,32921,656,3.341791779637794,189,1223,32,0,1.1198791349957962,12.47,66640,27664,38854,0
3960858,95880,148017,3070735,3070735,26096,0,332702,0,0,44570,3628156,1800,28373,89,474120,6442,0,2980133,2951760,89108,2381314,10114,455133,388010,1405962,122095,7253,2.042600052740079,2285,11694,179,0,0.7453027137193167,8.68,605735,189353,367898,0
91069,900,5693,74320,74320,365,0,7156,166,0,1193,83913,13128,797,128,12977,268,0,70443,69646,0,44055,20167,3291,1948,10092,8557,173,3.791143696021703,50,576,12,0,0.750696998296829,9.67,13181,0,13181,0
220352,3708,24832,181392,181392,1134,0,32062,0,14757,4210,188290,6227,817,1992,17304,2610,0,143800,142983,632,116967,45777,6234,6129,30227,28600,741,6.477306527055021,195,2273,35,0,1.3548785226155922,9.29,27042,4020,22042,0
866848,10952,108860,713546,713546,2988,360,98456,0,870,11308,768392,6721,8286,1833,24691,12959,0,557110,548824,506,510923,8634,64074,34022,262570,141623,3517,3.96043845671424,1439,4830,110,0,1.6167968505330617,14.55,182735,34560,141175,0
204819,917,10813,179614,179614,860,36,15220,4400,0,1933,189599,15497,1542,415,8192,788,0,107735,106193,692,79353,10723,3689,1449,39480,24012,250,2.2143971933083106,172,810,22,0,0.4919528807530815,6.57,79053,23158,43325,0
953556,23788,48540,842432,842432,7553,300,108977,5502,2076,13690,844579,2133,8945,6209,77438,9376,0,804046,795101,0,715081,2549,196220,15111,338857,162344,1616,2.8111079301460062,358,4362,88,0,0.7008367974013526,5.95,62659,7731,54928,0
906374,9957,68051,793964,793964,5341,0,77643,19361,8932,9709,828731,1867,5095,3184,42014,14532,0,432125,427030,4751,363868,41733,35209,12118,154483,120325,345,2.2397343904729246,919,4942,165,2950,0.15371077868989408,1.76,328715,42350,223437,0
204301,2833,12650,177899,177899,350,30,17321,0,0,2078,186980,259,1776,4308,9330,8488,0,138196,136420,1527,118555,147,2108,2142,31463,82695,475,3.7002735589972002,336,1477,50,391,0.9310256963092182,11.03,42029,23996,18033,0
425600,3786,22684,368130,368130,1317,230,29716,0,2157,4906,395884,3706,3074,10992,14220,16417,0,191706,188632,1354,155879,17743,20404,19825,46289,51618,1434,3.568747358739156,770,2695,77,0,1.334682908100939,19.41,194016,96055,79297,0
386742,4242,46017,343688,343688,1054,20,40095,225,0,4070,346647,2933,1687,3875,23457,9412,0,189794,188107,4078,149744,11726,14703,1316,74822,47177,1120,3.3663813911437157,666,2252,58,360,1.165516326334165,11.2,133265,35451,97864,0
280113,3752,6262,240854,240854,714,0,30008,5074,0,2732,250105,5874,834,10890,1315,21625,0,92199,91365,0,63129,10590,3441,1568,18419,29111,448,3.128360846657223,411,1903,62,0,0.6434297101514321,5.97,161965,90779,55575,0
334364,661,27199,292863,292863,1858,0,39235,4475,860,4001,295129,1474,3266,5131,43987,6526,0,173687,170421,1272,119978,11658,8209,5698,28453,65960,644,2.6683185421990907,329,1658,43,0,0.7716675778295352,6.56,125436,52007,73429,0
329598,1505,70139,251239,251239,2091,131,42475,0,0,5740,287123,20140,4833,7754,7138,18752,0,255810,250977,353,209412,15200,6592,9710,39865,138045,2823,4.593953204373634,124,819,22,0,3.435450674722878,27.5,0,0,0,0
572139,9401,32192,518342,518342,2527,45,45494,0,3545,6791,526645,15256,5711,13051,64740,16790,0,431021,425310,4591,329303,32549,31779,10195,160396,94384,1823,3.1994717570082236,1123,3438,85,0,1.269135144966318,16.24,84776,16830,67454,0
469875,8792,43992,421236,421236,1545,327,43700,27000,0,7229,426175,7084,5270,1000,30589,8124,0,352004,346734,743,298613,43187,40137,1390,137997,75902,1557,5.228421493190818,634,3924,107,0,1.365190705830776,14.51,34995,1446,33549,0
215917,4039,6706,178107,178107,1184,55,14718,0,0,2650,201199,2866,1735,4210,3518,10147,0,130603,128868,0,114072,34518,4638,366,24586,49964,155,2.817835398816932,309,1541,48,0,0.28265715966026433,4.17,71087,25800,42424,0
437253,4570,28359,352069,352069,877,63,41698,788,0,4566,395555,589,2676,1043,18135,3526,0,274797,272121,0,251489,6532,28411,4995,109616,101935,1074,3.5988005624040453,880,3285,84,0,0.9858162700989718,10.34,119618,24557,95061,0
379647,3688,35277,276319,276319,1702,70,26337,2395,0,4654,353310,4423,2663,12459,26537,17674,0,182849,180186,1738,132314,26898,2603,515,36380,65918,1143,3.260630946447285,441,1816,51,107,1.209928719531801,17.56,152369,11745,138890,0
1265359,8160,107470,1155285,1155285,5425,1,85007,0,1248,13631,1180352,149222,9528,10307,78002,18325,0,664355,654827,1940,413728,219814,19389,6089,124401,44035,3669,2.6917240392425548,1375,5892,173,0,1.1554126904086812,17.51,466622,293581,172092,0
412018,4902,15256,357010,357010,2205,225,47031,0,0,6010,364987,22106,5750,142,47300,1160,0,357956,352206,46,287344,18446,46803,25565,129855,66675,786,3.789383005289451,268,2809,67,0,0.7385456710864302,7.03,28380,6483,20868,0
129270,7998,27584,114298,114298,806,24,14021,0,0,2189,115249,729,1230,211,10713,1412,0,90867,89637,0,78004,955,18380,741,11508,46420,410,4.803813873921595,102,950,18,254,1.270205169115426,11.87,815,0,0,0
501610,10947,26793,441127,441127,2588,0,48973,441,4102,5300,452637,68727,4759,2379,29302,4454,0,374924,370165,6300,266118,152195,15912,4741,52129,41141,267,2.3329659399446223,173,2621,68,0,0.21312834696815947,2.18,80206,45827,34281,0
137438,567,3372,111240,111240,696,40,13228,1420,0,1606,124210,30917,986,667,4103,1493,0,102871,101885,0,66358,45460,0,0,18535,2363,476,2.7774704416864737,41,438,9,0,1.3771653828071317,14.09,25985,11342,14643,0
58510,289,21770,48705,48705,130,0,9507,1275,0,689,49003,4066,173,451,8200,1470,0,15989,15816,0,2253,1848,0,0,405,0,260,3.9322236584100523,10,221,8,0,1.7673098654975232,11.1,18156,193,17963,0
43154,833,10260,35837,35837,15,114,7129,0,2281,234,36025,903,114,417,591,981,0,11663,11549,0,9187,1521,76,21,1236,6333,-104,2.4059654760433404,31,240,9,0,-1.0611974184332031,-8.41,17944,1974,15970,0
1547850,25532,21372,1285870,1285870,8422,-1286,145168,1353,9809,18989,1402682,60399,15005,3556,80513,9027,0,1290394,1275389,1337,1139046,182206,40597,188665,336851,390727,2833,2.9209044935822748,3013,11056,322,167,0.7314025476457254,7.84,169149,58969,106285,0
341936,1655,12580,279203,279203,1208,45,53802,0,583,3599,288134,30788,3083,12213,29021,14109,0,226967,223884,522,151763,57054,2404,0,32745,59560,750,2.983021666206613,343,1724,52,0,0.8769429767829348,5.63,90551,35039,55029,0
36605,394,2700,32206,32206,77,10,4364,3355,0,516,32241,3713,391,813,7986,2019,0,24920,24529,0,11198,3708,197,0,736,6557,185,5.351945261425458,35,279,10,70,2.0920206375008834,17.12,5005,4006,999,0
174251,1363,8552,158364,158364,327,42,14839,1967,919,1839,159412,11907,1209,1901,9231,4210,0,92675,91466,174,67126,37283,1352,1185,7318,19988,435,3.6453169310144267,178,1210,42,0,0.985369527730507,11.71,64394,17204,47190,0
44258,18,14177,39673,39673,136,0,4494,0,0,462,39764,1716,299,518,4636,689,0,16904,16605,3120,6743,3536,18,158,1630,1401,181,2.8728794888742013,26,161,6,0,1.5315944236424022,16.33,12612,4778,7834,0
610964,9531,111489,541774,541774,1333,107,60241,32516,40,7908,550723,6178,4293,2452,30277,7962,0,292337,288044,49,247872,63608,68875,3835,58507,53047,3815,4.596066081993469,688,3194,93,0,2.438048251307495,24.35,149716,18512,98732,0
247562,2829,14741,203754,203754,1232,0,21505,0,2009,2794,226057,38532,2228,4191,18243,6748,0,175166,172938,2172,109440,49046,660,506,10351,48877,475,2.7458908323811198,169,1236,34,0,0.7776240719670615,8.94,48239,18181,30058,0
57157,196,8009,48674,48674,300,0,8095,469,24,663,49062,6613,620,1280,2802,2503,0,17301,16681,0,5354,3502,0,0,1468,384,57,2.5544267053701013,13,319,8,22,0.39265325101392373,2.83,30854,10048,19847,0
884020,2370,18584,743050,743050,6329,148,66270,0,957,12534,817750,3217,7643,1920,149103,7221,0,699836,692193,0,540251,38913,53222,97993,215489,134634,3106,2.989444802768308,599,2931,59,0,1.4399045008605353,19.09,144258,117537,24771,0
80182,1445,2418,74007,74007,448,12,5925,0,0,1173,74257,7080,820,1383,2567,2592,0,67769,66949,0,55311,6708,1302,0,2674,44627,181,3.794172674106734,61,544,14,0,0.892328929205285,12.29,7766,4068,3698,0
71918,411,5539,62018,62018,326,5,5795,0,0,888,66123,7479,639,1774,3000,3542,0,43973,43334,0,29945,9643,2840,0,4161,13301,192,3.296139352795414,75,393,13,0,1.0790078185918106,13.3,21358,11475,9883,0
5597213,65181,291658,5062311,5062311,24441,3203,342933,0,18893,63724,5254280,323,34770,80532,430249,219335,0,3375530,3340760,143192,2536555,1476,539574,117719,1044961,832825,13314,3.066787907957328,11307,34073,655,1127,0.9696706622914714,15.41,1658683,375193,990889,0
509251,8266,18266,437495,437495,2119,75,32517,15817,410,5803,476734,9138,4051,5375,22572,7897,0,346241,342190,10067,292549,51733,19428,23240,104391,93757,535,3.1874302425181043,721,3781,97,0,0.4290292411495177,6.54,104252,15713,84850,0
546423,9276,66263,447428,447428,2061,0,60282,0,95,7336,486141,1769,7234,13342,29168,33233,0,296345,289111,3004,227264,7977,50498,4250,68624,95915,2128,4.444720630349859,1388,3974,123,0,1.6269859473676163,14.25,154616,89802,64814,0
432230,4883,54087,358984,358984,1152,15,60408,0,0,4285,371822,974,2147,374,25447,1790,0,263945,261798,0,235514,1279,31459,16245,127283,59248,1018,2.955674319218487,1620,3673,88,0,0.934179570327869,6.74,108041,69956,28616,0
1848576,25211,61097,1647434,1647434,7789,1107,182138,0,0,27355,1666438,2658,12756,7176,178359,22742,0,1350000,1337244,379,1145563,159227,373238,27530,381891,203677,7789,4.501046845359331,2287,13028,305,234,1.6820505511366366,17.16,360960,233270,121834,0
204076,2221,24337,174175,174175,1262,703,22798,700,255,3098,181278,3814,2515,63,13611,458,0,172965,170450,0,153601,22322,31227,12758,61942,25352,-506,3.6557683883557006,140,1659,29,40,-0.9518323006924768,-8.8,146,0,146,0
3479689,91074,77366,2751861,2751861,10882,1175,399960,0,14473,42176,3079729,1669,30613,70903,349320,92467,0,2752703,2722090,80432,2201462,32402,364406,143860,909873,750921,8006,3.8622462620126314,11577,32034,502,0,0.9253636590469511,8.08,513048,8491,417542,0
59753,1305,8228,45577,45577,198,40,13024,5500,0,1032,46729,56,643,706,816,34657,0,37006,36363,0,1463,515,0,0,947,1,110,6.470759383183008,82,768,15,0,0.7917300200631585,3.39,7758,199,2819,0
122005,844,2884,105955,105955,447,30,15444,1443,310,1668,106561,19898,1385,539,41576,10641,0,112432,111047,0,40317,18639,2306,10562,749,8061,561,4.142511206578484,23,631,20,0,1.8260455616270033,14.78,4147,636,3511,0
169797,2804,8008,154118,154118,638,45,14263,14083,0,2256,155534,34,1922,299,7933,2631,0,103880,101958,0,92822,7414,17775,8911,39498,19224,151,4.215682442907206,228,1629,34,0,0.36230036739896526,4.24,36913,15478,18528,0
245549,10369,106737,211948,211948,1196,0,23627,0,0,3386,221922,0,1644,11,10871,1135,0,113987,112343,0,101964,0,12672,15665,64788,8839,1789,3.9021782707470267,3109,3416,96,0,2.9013300465648064,31.35,7792,3792,4000,0
108544,542,6897,83993,83993,246,0,24244,0,0,1469,84300,18240,1856,377,12097,1046,0,72716,70860,216,36919,5641,0,1136,27063,3079,544,4.68035437515547,42,553,14,0,1.9997886252831731,9.07,26867,696,26171,0
61802,453,16449,56096,56096,242,-75,5108,0,0,517,56694,6094,685,898,2063,1538,0,17991,17306,990,7304,4351,62,0,1102,1789,7,2.016480142253508,22,365,8,0,0.04678206242063757,0.54,25059,2820,22239,0
25437,109,6215,22465,22465,105,0,2328,0,0,257,23109,3699,196,753,557,972,0,12301,12105,0,7067,5216,0,0,36,1815,24,2.5431349994771515,10,138,5,53,0.3541651294916255,4.15,6400,0,6400,0
504015,2479,20689,455683,455683,2037,0,40461,11246,521,4599,463554,538,3037,8186,15483,21395,7063,203768,200731,0,153340,11263,5407,776,47398,88496,1372,2.2031365888789756,1494,2440,81,0,1.0933784657437635,13.63,245899,159751,84224,0
178686,1648,15653,134522,134522,1198,0,16922,0,0,2317,161764,30465,1469,595,27984,1163,0,110005,108536,310,49991,27300,185,0,13949,8557,452,2.716250166883109,84,711,10,0,1.0122415158988542,10.52,44541,36352,4055,0
546649,7466,7153,447776,447776,1612,2,39232,29493,0,5682,507417,39949,3409,3043,63938,3955,0,250784,247375,360,142293,39576,22390,1418,14895,64014,1085,3.238483045208467,772,3552,116,0,0.7937981320137507,11.06,226081,36678,189166,0
730807,5816,80495,648895,648895,3064,10,79075,0,0,8327,651732,239,2544,3672,10605,20316,0,209426,206882,74222,103247,8879,12918,354,34844,46252,1657,3.1127346065500205,1021,4401,129,0,0.928618413909101,8.39,403897,154536,142027,15456
242096,5497,53349,188618,188618,1068,0,24272,9999,0,2927,217824,1740,1813,326,17196,397,0,109752,107939,0,78986,19747,649,2540,38935,17115,868,3.3803457171756204,125,1076,23,0,1.4968259271633813,14.43,60924,30479,27200,0
85904,382,10673,76110,76110,423,45,9426,0,0,1345,76478,7019,1360,934,9605,9947,0,62073,60713,0,35428,3043,4733,398,9665,17589,395,4.371921547242951,66,548,12,0,1.8251231669352368,15.97,13034,5695,7339,0
116795,954,10078,106597,106597,496,0,9768,0,172,1389,107027,21301,1905,1187,7208,1600,0,64007,62102,771,33122,24959,640,241,590,6692,43,3.361597605849857,116,966,25,812,0.14619199598821964,1.74,38340,9720,25810,0
189807,746,2675,153334,153334,794,0,14726,4659,787,1998,175081,12107,1364,2674,7700,4390,0,111109,109745,4637,82206,30575,2206,1672,18447,29306,225,2.6234937790076915,89,1021,24,0,0.46725939386073073,6.02,65850,15312,50538,0
1575934,20411,60172,1140431,1140431,8348,21,193998,1087,1789,18877,1381936,0,19688,29,80382,648,0,1326324,1306636,0,1236547,0,86326,82884,288897,778440,3408,2.8752008803920255,1663,8186,195,0,0.8686177431995871,7.07,113641,842,109890,0
192621,1751,9455,165757,165757,366,75,21851,0,0,2304,170770,3031,1580,19,27402,4601,0,102222,100642,845,62645,717,2476,1168,51691,6593,635,4.287895214284134,304,1342,26,0,1.3046951045682307,11.73,70690,13197,57493,0
139522,1153,6564,121446,121446,785,75,13567,5900,0,2148,125955,11349,1475,6618,3010,9170,0,114316,112841,193,90594,58415,2421,0,12103,17655,417,4.057815686449635,127,992,25,10,1.1942093732548649,12.29,9617,2566,7051,0
25708,342,1569,21991,21991,90,0,3542,0,1957,232,22166,1166,83,488,1283,666,0,7908,7825,0,4789,1940,0,400,557,1892,-82,2.4893174098827653,3,220,4,0,-1.2730448282553852,-9.24,13768,3430,2097,0
976533,27936,164314,872528,872528,2931,39,95664,0,19011,11546,880869,2695,6212,29391,45799,40295,0,548492,542280,0,458092,17258,56176,5621,143098,235939,2618,3.8812643956501907,1822,6938,189,800,1.0826603752712596,11.02,202525,36134,166391,0
135479,1816,18461,127139,127139,398,12,8027,0,0,1234,127452,714,170,0,2140,2178,0,51330,51160,297,45997,26050,120,0,6524,13303,375,2.7009345039536705,27,476,11,0,1.1738834412001784,18.82,63468,32103,25007,0
315255,3494,20339,284881,284881,1035,-80,21127,0,0,3966,294128,0,2863,179,12074,344,0,229083,226220,357,214494,0,14261,50707,94674,54852,648,3.9512530500545977,173,2524,49,0,0.8275333631313454,12.24,57970,23790,25727,0
378446,1073,23029,321403,321403,2761,203,37067,0,0,4963,341379,87351,7206,2639,38716,5163,0,259425,252219,526,127668,94929,2714,2172,11456,16397,811,2.3794344250780717,216,1360,29,0,0.8514770922739741,8.6,95235,45164,49574,0
2534505,49679,65013,2113603,2113603,14501,486,258528,5603,39407,35351,2275977,71264,21253,14975,229689,42687,0,1680409,1659156,13426,1324831,120884,245222,84551,554935,319239,5388,3.578543670032529,4153,17658,421,324,0.8511481930675181,8.42,647819,196888,374934,0
467805,3320,26165,293742,293742,573,5,117048,558,0,4262,350757,0,864,712,1287,2847,0,235944,235080,0,231697,0,2385,2103,14692,212517,2962,3.6562763268744733,3431,3447,72,0,2.5475378781770313,10.22,121041,91003,23508,28522
557615,10608,26086,461857,461857,3146,13,39127,0,1269,5910,518488,0,4658,184,33339,893,0,449060,444402,0,414828,110,27747,17480,69146,300345,464,2.084576565671421,441,3149,65,0,0.3309519415342012,4.74,60676,3719,53558,0
1310944,13206,35120,1101208,1101208,5478,75,104650,0,7108,13904,1206294,3460,11487,14505,49541,25930,0,1023417,1011930,0,942856,5808,71029,100669,207823,557527,576,2.790443905280226,3749,11414,242,149,0.17533912977302563,2.19,172743,2305,163561,0
877297,11391,9873,769225,769225,2552,303,66236,0,732,9542,811061,0,7103,1727,70285,2456,0,621639,614536,0,548861,1340,33121,33036,187650,293714,1363,3.40851115964352,1473,6483,142,0,0.6219097717515851,8.28,201991,49141,142912,0
920261,18939,66174,774156,774156,630,-93,139768,0,12572,8605,780493,18,6019,6513,51741,18095,0,526859,520840,0,456626,0,9730,24510,224765,197621,3388,3.8834124117025843,1181,5258,120,172,1.4926597860249287,9.84,256229,2222,240011,0
2006689,24605,42688,1681955,1681955,11264,-83,280407,115479,101871,24972,1726282,0,14662,18,74616,66,0,1346888,1332226,10942,1261030,0,64098,206437,736921,253574,2543,3.0833327007192963,695,11100,157,0,0.5071098576831979,3.63,290805,19040,260444,14210
328594,6660,15753,260960,260960,1129,3,39677,100,0,4366,288917,0,1113,2459,372,6050,0,273573,272460,0,267122,0,8890,0,1839,256393,666,4.503683503885244,683,3070,77,0,0.8152323595835705,6.77,3323,0,3323,0
1298566,20664,30672,1053474,1053474,6716,83,110130,0,4339,15633,1188436,650,7973,342387,123875,343462,0,1001318,993345,0,533301,1564,23053,88495,317615,102574,1386,2.970323414489529,1464,8590,165,0,0.42456764019577287,5.05,182645,2881,166373,0
290382,3233,5562,242631,242631,1409,33,26623,0,197,3334,263759,3657,2119,35,8183,241,0,234250,232131,96,222429,3933,6660,49763,35588,126485,90,2.766544926713506,148,1918,42,0,0.12397654776971356,1.35,42100,12862,17100,1643
409556,13990,11915,347472,347472,2584,225,34816,0,643,4493,374740,145,3050,22214,15404,113712,0,332338,329288,0,203077,1474,0,782,14134,186687,-569,2.044734594199445,342,2772,78,0,-0.5467440980584098,-6.45,29342,15920,803,0
16958370,200417,1001256,14810939,14810939,113100,42673,1457173,0,274072,208761,15501197,0,84727,0,3371632,95518,20725,11581078,11496351,0,6685088,0,1498,4244619,2395361,43610,-12267,2.4109924834642165,11573,83180,1332,180,-0.28915213655278593,-3.36,3275283,0,2167347,155015
502616,3090,27584,444847,444847,1687,0,51824,3080,0,6629,450792,4718,5857,234,71720,3399,0,341528,335671,0,261548,5329,51458,5789,113981,84991,2221,4.177731095544888,445,3166,71,0,1.7770150188172766,17.29,116978,46329,60836,0
187026,2013,12013,160939,160939,524,25,25143,0,5098,2127,161883,79712,1544,1629,16245,2658,0,133570,132026,179,34776,15569,2009,557,8632,8009,736,3.725372856835757,200,855,21,0,1.556469605489939,11.87,29471,3017,23720,0
55792,684,1817,44435,44435,255,0,3509,121,0,655,52283,3160,340,708,2312,1101,0,31796,31456,707,24516,9040,468,499,3959,10550,46,3.0137502354492374,24,368,9,0,0.3307746238337498,5.18,20398,2169,5215,0
597801,6552,24021,507075,507075,1708,30,45253,0,16,5900,552548,0,4175,14316,53747,14865,0,449984,445809,0,380730,0,31861,18859,110459,219551,314,3.006701781911913,749,4527,77,0,0.21212919613843798,2.77,98583,375,98208,0
77576,2468,5383,71428,71428,480,16,4296,328,0,961,73280,3653,607,1486,3589,2716,0,49101,48494,0,39028,11621,1622,377,11832,13576,-65,2.7439067870334717,49,610,19,0,-0.3347237241876513,-5.91,18091,8797,8151,0
56802,837,1469,49410,49410,254,0,4590,1300,0,660,52212,10141,389,337,3173,675,0,34411,34022,325,20091,15120,0,0,2722,2249,101,3.1346812720166,58,362,8,0,0.7145067869301852,8.81,16723,5632,11091,0
778755,9506,22757,659985,659985,4285,0,54202,0,2658,10898,724553,0,9066,358,128537,759,0,548383,539317,0,419032,757,17079,11214,283156,106826,984,3.5274201173095223,433,6062,115,0,0.5037793047308026,7.33,192729,84302,61586,0
164607,1577,4938,151622,151622,492,0,11714,28650,0,2133,152893,1267,1588,1362,14382,3015,0,82422,80834,0,63758,7975,10963,1619,25621,17580,832,4.235057293279653,226,1035,43,253,2.023943100926526,27.17,44706,14352,30354,0
440296,8831,35695,380889,380889,2644,200,39153,0,1923,6411,401143,73718,4313,3009,39509,4471,0,340344,336031,3002,216909,57669,42224,5068,87063,24885,1061,3.7802213240809737,278,2752,57,5462,0.9723641462486998,10.93,38352,12291,25988,0
114323,1209,8517,99508,99508,506,0,10299,0,0,1399,104024,26643,1161,1860,13501,3956,0,71002,69841,0,26758,15692,293,122,1752,8899,304,3.32642655926245,83,666,20,0,1.0725373976855772,11.46,32980,13663,19317,0
652027,19111,23192,562655,562655,3207,0,66742,15208,6147,8194,585285,77297,6071,675,18884,923,0,449283,443212,0,346711,67869,24559,24173,174878,55232,2126,3.447790125195848,682,3612,77,0,1.3132921410955118,12.86,110327,46880,29952,0
211639,3214,2582,171151,171151,1566,0,10336,0,0,3048,201303,18,2064,4577,9490,4577,2,150509,148445,0,136163,13169,13455,1117,38573,69849,438,3.0904778041341916,73,1037,35,3044,0.8288959172618049,16.6,42953,588,34192,0
515013,3436,37594,430474,430474,1388,255,35135,17290,173,5250,479878,54,6263,12881,37173,19783,0,271136,264873,3407,208278,0,29535,847,128069,49827,130,3.2038392978431944,574,4001,107,1000,0.10167320862071492,1.48,178990,56149,122841,0
5212976,52647,192221,3665066,3665066,21168,953,470702,0,1921,59493,4742274,88210,18800,2524,434975,18460,0,2377970,2359170,9976,1823932,420,407429,137156,1127941,150986,13476,2.8987927086192378,6352,25096,612,0,0.9851047317977257,11.52,2504035,138565,2246288,0
72336,550,8529,66201,66201,263,0,5550,0,0,832,66786,7622,630,622,5058,1557,0,47477,46847,310,32930,11015,1998,0,4940,14977,117,3.3167205852350556,122,568,13,0,0.6381934216985763,8.41,13586,6609,6189,0
233104,4849,34524,206188,206188,533,23,23812,0,0,3187,209292,0,2625,3261,5432,4380,0,166945,164320,0,157103,3238,34872,4238,77828,36927,567,4.987725665691768,240,2092,44,0,1.0030782294873155,9.64,22293,975,21318,0
75475,80,11623,65399,65399,212,0,9918,0,583,938,65557,19034,660,397,2303,729,0,45441,44781,667,22260,18825,2898,0,416,121,394,3.762315949032538,68,400,8,0,1.948397146636666,15.62,16489,2918,13571,0
1493654,27597,67948,1219491,1219491,5350,367,151813,0,0,17941,1341841,3340,9375,885,88215,7507,0,1042770,1033395,186,942047,275,78662,158404,266203,438503,4333,3.669148633521888,4652,11759,301,0,1.1636170282045541,11.5,300053,128021,104742,0
190321,1173,3683,135381,135381,972,100,24872,49,1466,2989,165449,101585,2217,860,10710,1431,0,150031,147814,91,36178,28003,0,0,7808,367,1108,4.728816887292037,261,1005,19,0,2.344409150178132,17.5,25799,10245,15554,0
217810,2742,29414,194897,194897,907,0,15192,0,0,2923,202618,13478,1682,492,25753,1819,0,148735,147053,157,105817,26031,7229,12097,26419,34041,999,4.033391520074426,469,1486,45,0,1.8718468795525554,26.88,32782,8159,20560,0
98005,1356,3850,88135,88135,256,0,7034,2270,0,1173,90971,4604,818,1031,5440,1399,0,68248,67430,0,56805,8191,415,3834,10216,34149,119,4.06246538930114,102,878,22,0,0.4783895558313777,6.81,19558,4720,14838,0
906001,11285,31524,773136,773136,4862,75,72077,46166,7026,11060,833924,11778,5865,3020,57737,10675,0,533719,527854,2959,450570,60558,92128,26012,138942,132930,2288,2.8861836414668876,1444,4652,149,528,0.9881229820109145,12.68,237109,50695,186414,0
137268,2296,20390,120728,120728,431,11,16293,1000,0,1697,120975,960,1001,909,7881,8428,0,92571,91570,0,75233,2713,11041,0,18640,42839,489,3.92339159538862,100,866,24,0,1.4277372262773722,12.02,16182,2046,14136,0
129522,1457,22331,116982,116982,378,0,12343,1928,0,1283,117179,5413,998,2095,6854,2987,0,57869,56871,150,42439,20600,1229,356,6528,13726,117,2.992440368185895,71,732,21,0,0.36232024309520583,3.83,45683,3853,41830,0
110488,976,5858,94524,94524,345,1,13481,0,0,1281,97007,203,640,3112,4371,5714,0,40395,39755,54,30053,5195,2251,229,3023,19355,608,3.4736622364484027,376,668,24,0,2.189994642077253,18.14,62952,744,62208,0
