BKPREM,CHBAL,DEP,DEPDOM,EINTEXP,ELNATR,EQ,FREPO,INTAN,INTINC,LIAB,LNAG,LNATRES,LNAUTO,LNCI,LNCON,LNDEP,LNLSGR,LNLSNET,LNMUNI,LNRE,LNREAG,LNRECONS,LNREMULT,LNRENRES,LNRERES,NETINC,NONII,NONIX,NUMEMP,ORE,SC,SCMUNI,SCUS,TRADE,ROA,ROE,NIMY
0.0046647838,0.0885845912,0.7700597278,0.7700597278,0.0051277896,0.0002893786,0.0881678859,0.0230576905,0.0031600148,0.0113783684,0.9118321141,0.1745879248,0.0091675155,0.0230345402,0.0364154088,0.0339614779,0.0000000000,0.6643439207,0.6551764052,0.0038313733,0.4155245856,0.1957472914,0.0198398000,0.0098041485,0.0243888323,0.1657445134,0.0016436707,0.0004282804,0.0046184832,0.0001041763,0.0000000000,0.1918580424,0.1348157237,0.0570423187,0.0000000000,0.6591315245897834,7.46,2.650355528015853
0.0141456021,0.0519746355,0.8178056896,0.8178056896,0.0031879867,0.0001742069,0.1205424804,0.0205999686,0.0000000000,0.0108269603,0.8794575196,0.0037715799,0.0103304705,0.0298416459,0.0039022351,0.0654059892,0.0000000000,0.6480410432,0.6377105726,0.0000000000,0.5747260596,0.0382732610,0.0351723778,0.0036844764,0.0491176419,0.4484783025,0.0016462554,0.0015765727,0.0070466700,0.0002264690,0.0000000000,0.2434367542,0.1259690260,0.1174677282,0.0000000000,0.6624866911155802,5.47,3.3441850932091497
0.0075079741,0.0700109058,0.8663428163,0.8663428163,0.0022163328,0.0003166190,0.1311770017,0.0014306487,0.0001348562,0.0145879263,0.8688229983,0.0107093438,0.0222571415,0.0159599418,0.0893862282,0.0203310427,0.0000000000,0.8267888972,0.8045317557,0.0021518364,0.6945535672,0.0517144331,0.0621100896,0.0504567522,0.2855434120,0.2447288803,0.0083904029,0.0019466204,0.0056111919,0.0001758994,0.0000000000,0.1092570008,0.0403102866,0.0689467142,0.0000000000,3.4080557292131823,26.09,5.234952612514266
0.0085797931,0.0764851081,0.8157680202,0.8157680202,0.0050609101,-0.0000243776,0.0893650023,0.0000000000,0.0102164961,0.0122171628,0.9106349977,0.0002171310,0.0086739021,0.0007330298,0.0628597118,0.0022155300,0.0000000000,0.8291411363,0.8204672342,0.0020012336,0.7617415154,0.0047258593,0.0310820494,0.0295825415,0.4085793396,0.2877717256,0.0019417068,0.0013532421,0.0061125498,0.0001326597,0.0001955880,0.0566706276,0.0112006721,0.0449699305,0.0000000000,0.7825333976115024,8.76,3.0764103387420727
0.0105783216,0.3260915253,0.9102327164,0.9102327164,0.0032208671,0.0000400315,0.0634282302,0.0000000000,0.0004036509,0.0099745133,0.9365717698,0.0000066719,0.0049172015,0.0093707050,0.0255367556,0.0143562936,0.0000000000,0.5270262607,0.5221090591,0.0937654288,0.3933611107,0.0006505117,0.0048905139,0.0057695387,0.2226868470,0.1593636994,0.0023968855,0.0015345405,0.0055944009,0.0001451142,0.0000000000,0.1168852831,0.0738030584,0.0330543361,0.0000000000,0.9902149944873209,15.28,2.9245003647499836
0.0041600805,0.0509668845,0.9312918269,0.9312918269,0.0031849388,0.0000393202,0.0645323645,0.0364498549,0.0000000000,0.0108917042,0.9354676355,0.0460361274,0.0051666785,0.0149574162,0.1383757599,0.0378417911,0.0000000000,0.5824191379,0.5772524595,0.0000000000,0.3601497314,0.0732771840,0.0260064013,0.0146192622,0.0729154379,0.1733314460,0.0021468847,0.0003774742,0.0059137629,0.0001808731,0.0000000000,0.3238099732,0.0868348000,0.2328858691,0.0000000000,0.8580183861082737,13.11,3.1765969084905086
0.0083348914,0.1587467157,0.9016541857,0.9016541857,0.0046151878,0.0000000000,0.0455220870,0.0499601460,0.0000000000,0.0106474056,0.9544779130,0.0416350951,0.0087481918,0.0238926993,0.0544375670,0.0472441720,0.0000000000,0.5363261531,0.5275779612,0.0000000000,0.3930093189,0.1629092412,0.0061896655,0.0040838016,0.0449907007,0.1748359099,0.0000196810,0.0005117053,0.0065242420,0.0001672883,0.0000000000,0.2346168607,0.0315781187,0.2030387420,0.0000000000,0.007804611549849517,0.17,2.548525399506301
0.0054419963,0.0716617998,0.9311122909,0.9311122909,0.0047296699,0.0002831608,0.0596318910,0.0000000000,0.0000000000,0.0118396602,0.9403681090,0.0723564286,0.0078577117,0.0217237413,0.0716529511,0.0369834528,0.0000000000,0.6588841695,0.6510264578,0.0019334572,0.4752588267,0.1225378285,0.0047960357,0.0580435360,0.0882665251,0.2016149013,0.0012299796,0.0003008583,0.0056455181,0.0001460048,0.0000000000,0.2408813379,0.0950977790,0.1301168038,0.0000000000,0.48824073078046076,8.32,2.9704045489518327
0.0035622789,0.2004635842,0.8819324143,0.8819324143,0.0021227278,0.0000000000,0.1098206661,0.0440649018,0.0000000000,0.0131267537,0.8901793339,0.1267536904,0.0109796267,0.0340856411,0.0664877394,0.0543857509,0.0000000000,0.6374039283,0.6264243016,0.0000000000,0.3894595584,0.2157862633,0.0070269611,0.0000000000,0.0704160059,0.0962303282,0.0062217885,0.0016835428,0.0060509943,0.0001707942,0.0000000000,0.1093082835,0.0180065878,0.0913016957,0.0000000000,2.4427042172569866,22.8,4.615286216821234
0.0256468363,0.1178733189,0.8639188777,0.8639188777,0.0039008089,0.0000000000,0.0797626278,0.0000000000,0.0000000000,0.0087836184,0.9202373722,0.0098502222,0.0052484160,0.0043117384,0.0503751243,0.0108563952,0.0000000000,0.4365975036,0.4313490876,0.0209513623,0.3441746209,0.0581858066,0.0103729488,0.0030517560,0.0862619615,0.1863021480,0.0012962409,0.0017796874,0.0052151790,0.0001238832,0.0050248220,0.3785960110,0.0607057714,0.3139259783,0.0000000000,0.5278140470511159,6.53,2.1664340140865135
0.0028090055,0.0818182359,0.8184144592,0.8184144592,0.0054275699,-0.0010414745,0.1741107296,0.0000000000,0.0000000000,0.0193654742,0.8258892704,0.2266129464,0.0357374532,0.0003570770,0.0752301659,0.0006903488,0.0000000000,0.7321089561,0.6963715029,0.0000000000,0.4295695437,0.1344216246,0.0190560075,0.0000000000,0.2044146616,0.0716772500,0.0077664241,0.0001725872,0.0045527313,0.0001011718,0.0000000000,0.1761282144,0.0552100505,0.1209181639,0.0000000000,3.2179316466932977,18.19,6.273228288456001
0.0313014081,0.0642722710,0.8875853897,0.8875853897,0.0046633208,0.0000000000,0.0553603792,0.0000000000,0.0021155723,0.0108497142,0.9446396208,0.0107590966,0.0076397602,0.0042834240,0.0694514150,0.0134392862,0.0000000000,0.4667015196,0.4590617594,0.0000000000,0.3715878991,0.0123344486,0.0253450439,0.0008504113,0.2411961522,0.0918618430,0.0005681026,0.0014359403,0.0069043636,0.0002091175,0.0001742646,0.4041161299,0.2232120452,0.1799177471,0.0000000000,0.23057404804215403,3.92,2.7576188931849916
0.0344266335,0.0257379975,0.9006331655,0.9006331655,0.0039090913,0.0001689236,0.0773729794,0.0000000000,0.0004113787,0.0128938404,0.9226270206,0.0015282619,0.0099645062,0.0560389200,0.0601725803,0.0808051098,0.0000000000,0.7212402571,0.7112757509,0.0000000000,0.5775498523,0.0930292178,0.0935300267,0.0034202064,0.1784330248,0.2091373766,0.0021880577,0.0024344874,0.0082394979,0.0002583538,0.0000000000,0.1844029842,0.0735135715,0.1101183260,0.0000000000,0.8689398401221725,11.39,3.943348706374906
0.0161667975,0.1505579758,0.8493338952,0.8493338952,0.0039633817,0.0001485510,0.1094012585,0.0000000000,0.0135080374,0.0139698593,0.8905987415,0.0105754179,0.0079217106,0.0134928792,0.1281318244,0.0230031762,0.0000000000,0.7306992307,0.7227775201,0.0000000000,0.5690443925,0.0425836155,0.1301882960,0.0142952568,0.1794415492,0.2025356750,0.0049173420,0.0008064198,0.0056873820,0.0001455194,0.0000000000,0.0801872349,0.0595780545,0.0190205940,0.0000000000,1.9982762506038,18.18,4.419904299385802
0.0055266975,0.0263811952,0.9120009201,0.9120009201,0.0038335474,0.0002172344,0.0509542338,0.0000000000,0.0000000000,0.0126698741,0.9490457662,0.1213828883,0.0058972737,0.0109511670,0.0944394395,0.0351408509,0.0000000000,0.5391373241,0.5332400503,0.0141585683,0.2739708523,0.0941902590,0.0060953403,0.0000000000,0.0653619827,0.1083232703,0.0024598596,0.0006900385,0.0064275811,0.0001852881,0.0000000000,0.4101384550,0.2055228639,0.2046155910,0.0000000000,0.9891863941907781,19.25,3.743060418759959
0.0145508166,0.0469688117,0.8529671981,0.8529671981,0.0053751774,0.0000000000,0.1383969062,0.0000000000,0.0000000000,0.0129761010,0.8616030938,0.0780680522,0.0095595804,0.0275603038,0.0568233036,0.0633669977,0.0000000000,0.7011212197,0.6915616393,0.0006065159,0.5017444287,0.0530840497,0.0176557327,0.0000000000,0.0651086442,0.3658960020,0.0036891745,0.0013465765,0.0045516512,0.0001613666,0.0000000000,0.2012798041,0.1824332972,0.0188465070,0.0000000000,1.4685320493829894,10.77,3.2791312462679176
0.0046036053,0.0262324740,0.8153227370,0.8153227370,0.0041513213,0.0000000000,0.1104057634,0.0000000000,0.0000000000,0.0135200620,0.8895942366,0.1330845771,0.0118886089,0.0293661562,0.0729146475,0.0697325063,0.0000000000,0.6946113588,0.6827227499,0.0000000000,0.4188796278,0.1329068941,0.0290269432,0.0000000000,0.0300445823,0.2269012082,0.0033759773,0.0005976610,0.0065904245,0.0001453770,0.0000000000,0.2651838212,0.2651838212,0.0000000000,0.0000000000,1.3399583266549127,11.68,3.8760013699660014
0.0208710554,0.1245069193,0.8282300828,0.8282300828,0.0049146405,0.0000808329,0.0920282592,0.0008729953,0.0000000000,0.0134586782,0.9079717408,0.0238618727,0.0097080316,0.0220592990,0.0141780911,0.0324948267,0.0000000000,0.7792938438,0.7695858122,0.0000000000,0.7076758924,0.0536164640,0.0448218443,0.0162716632,0.0633244956,0.5296414252,0.0020127393,0.0009942447,0.0074447103,0.0002829152,0.0003960812,0.0554352043,0.0044781428,0.0509570616,0.0000000000,0.8178078479994088,8.78,3.7391442771990024
0.0094278283,0.0249949985,0.7602405722,0.7602405722,0.0052140642,0.0002000600,0.0906897069,0.0211313394,0.0000000000,0.0125537661,0.9093102931,0.0237446234,0.0095903771,0.0091527458,0.1167100130,0.0331099330,0.0000000000,0.6324147244,0.6228243473,0.0309592878,0.4278783635,0.0737596279,0.0217065120,0.0040762229,0.1375787736,0.1907572272,0.0016504951,0.0006251876,0.0063268981,0.0001375413,0.0005876763,0.2640542163,0.0777108132,0.1863434030,0.0000000000,0.6513291802874237,7.24,3.1786214692324872
0.0100360452,0.0411808801,0.8897590073,0.8897590073,0.0039394568,0.0000000000,0.0965406147,0.0000000000,0.0000000000,0.0097449720,0.9034593853,0.0874894336,0.0059131725,0.0047807780,0.0077234087,0.0080384057,0.0000000000,0.4160273689,0.4101141964,0.0004545527,0.3122019490,0.1621517090,0.0055184293,0.0347334088,0.0190194421,0.0907789598,0.0019856776,0.0002551875,0.0036683201,0.0000996826,0.0000000000,0.4948005550,0.2508851816,0.0570862374,0.0000000000,0.7989780140663448,8.04,2.4792157096456986
0.0154544049,0.0279086953,0.7497535047,0.7497535047,0.0038214309,0.0000040162,0.1527588402,0.0000000000,0.0083798378,0.0120506606,0.8472411598,0.2560218161,0.0074360267,0.0073054996,0.0557792366,0.0242077509,0.0000000000,0.6513501519,0.6439141252,0.0028856523,0.3124095096,0.2429932066,0.0017811925,0.0002008109,0.0533775385,0.0140567612,0.0030623658,0.0015261626,0.0059118721,0.0001646649,0.0000000000,0.2827557678,0.0868366464,0.1783782915,0.0000000000,1.2070913649432964,8.08,3.4810862467149795
0.0067421369,0.0947952556,0.8416244439,0.8416244439,0.0056457917,0.0003918276,0.0461333565,0.0135112964,0.0000000000,0.0135499001,0.9538666435,0.0573882664,0.0076763465,0.0002663656,0.0490035419,0.0024339635,0.0000000000,0.6181089976,0.6104326510,0.0000000000,0.4061244776,0.0689655172,0.1315807252,0.0499223100,0.1254465966,0.0302093286,0.0044548674,0.0004516633,0.0035032861,0.0001003696,0.0000000000,0.2417035815,0.0170686277,0.2064217262,0.0000000000,1.81378630838886,37.85,3.4477169925299465
0.0092481846,0.0483428860,0.8518662552,0.8518662552,0.0045702055,0.0006104661,0.1096706121,0.0000000000,0.0186410723,0.0130519160,0.8903293879,0.0156030614,0.0087138384,0.0006504102,0.1559989599,0.0016361999,0.0000000000,0.7043520204,0.6956381820,0.0073353908,0.5211225040,0.0245648545,0.0713876045,0.0344024027,0.3281828082,0.0625848341,0.0016761440,0.0015020481,0.0072276172,0.0001371665,0.0002012277,0.2068244081,0.0471709418,0.0743012613,0.0001017444,0.6672842446358853,6.15,3.5928999202260647
0.0142115462,0.0815468774,0.9042124951,0.9042124951,0.0018060985,0.0002709148,0.0799887348,0.0000000000,0.0006581545,0.0112268919,0.9200112652,0.0000000000,0.0087565165,0.2216542025,0.0784566123,0.2346841317,0.0000000000,0.7459967368,0.7372402203,0.0000000000,0.4327718102,0.0017326301,0.0094514052,0.0395489652,0.1392180512,0.2428207585,0.0019147705,0.0011800864,0.0077631623,0.0002311194,0.0000000000,0.1212657383,0.0629410018,0.0543482586,0.0000000000,0.7620352921021072,9.64,4.037538282406287
0.0135806990,0.0211249772,0.9233690578,0.9233690578,0.0020269386,0.0002180351,0.0695521558,0.0000000000,0.0053613000,0.0108297787,0.9304478442,0.0011999813,0.0084994297,0.0003443904,0.0651520493,0.0042114930,0.0000000000,0.6577644411,0.6492650115,0.0022470753,0.5848792374,0.0135812244,0.1092836732,0.0178767792,0.3519165813,0.0922209794,0.0036067739,0.0021241350,0.0060293281,0.0001392273,0.0000000000,0.2926604121,0.0275819694,0.2650784427,0.0000000000,1.4437531061262372,20.88,3.7037886464122516
0.0090871778,0.0130496323,0.8102356375,0.8102356375,0.0035788674,0.0000000000,0.1186856772,0.0394902895,0.0029996509,0.0135559673,0.8813143228,0.1042014292,0.0178636501,0.0041158893,0.0899895281,0.0134869216,0.0000000000,0.7910371044,0.7731734542,0.0053395321,0.5539150815,0.0761573781,0.0943816001,0.0381899293,0.2638196834,0.0813664906,0.0037898403,0.0008208763,0.0070273152,0.0001380913,0.0000000000,0.1302815146,0.0114462384,0.1182637315,0.0000000000,1.519146940564145,12.99,4.245984699926336
0.0497816863,0.0088162180,0.9265505997,0.9265505997,0.0047361850,-0.0000396333,0.0655139234,0.1272758899,0.0018143266,0.0104345797,0.9344860766,0.0000000000,0.0088910810,0.0136668993,0.0451710069,0.0157850816,0.0000000000,0.7273071562,0.7184160753,0.0000000000,0.6661705159,0.0045622387,0.0353903775,0.0840535226,0.1352245780,0.4069397991,-0.0029218585,0.0003677094,0.0099787962,0.0001651389,0.0011119356,0.0557046699,0.0015567098,0.0541479601,0.0000000000,-1.1779836018823768,-17.42,2.551264973463345
0.0125902316,0.0899784523,0.9144595406,0.9144595406,0.0057051674,0.0002643035,0.0799925567,0.0818253901,0.0023812014,0.0136219209,0.9200074433,0.0317147696,0.0068422487,0.0031000080,0.0998811869,0.0068685967,0.0000000000,0.6635746180,0.6567323693,0.0272693664,0.4975344027,0.0288930625,0.0753264889,0.0260499476,0.2651375490,0.1021273548,0.0032630363,0.0007690325,0.0051584462,0.0001193894,0.0003293501,0.1390977289,0.0208083405,0.1019099837,0.0000000000,1.3004944537012653,16.48,3.3384779110121157
0.0139956246,0.0881864587,0.8652858024,0.8652858024,0.0039995512,0.0000000000,0.1159112582,0.0078981320,0.0149604532,0.0144808437,0.8840887418,0.2140909856,0.0073512088,0.0097969372,0.1010097044,0.0201520166,0.0065069838,0.7263476749,0.7189964660,0.0000000000,0.3359735233,0.1391064116,0.0056150783,0.0038957761,0.0972906266,0.0900656308,0.0051943681,0.0010882369,0.0061591967,0.0001262130,0.0000000000,0.1080187356,0.0192180401,0.0400992876,0.0000000000,2.0700312125386664,18.39,4.596089572706337
0.0087066246,0.1143217666,0.8722848130,0.8722848130,0.0029202343,0.0000000000,0.1271203245,0.0571248310,0.0000000000,0.0146552501,0.8728796755,0.1250473186,0.0122217215,0.0237764759,0.1255159982,0.0435511492,0.0000000000,0.7539432177,0.7417214962,0.0026137900,0.4543488058,0.0847408743,0.0022712934,0.0000000000,0.0482379450,0.3190986931,0.0042000901,0.0010455160,0.0085804416,0.0002523659,0.0000000000,0.0628931951,0.0451013970,0.0177917981,0.0000000000,1.7109393644557855,13.23,5.061568814205049
0.0161982377,0.0643434868,0.9709602521,0.9709602521,0.0030125039,0.0004933140,0.0260447841,0.0000000000,0.0000000000,0.0108134418,0.9739552159,0.0048454393,0.0049594496,0.0078820607,0.0847710694,0.0355843797,0.0000000000,0.5672123815,0.5622529319,0.0017145400,0.4401675952,0.0437054236,0.0252927544,0.0000197326,0.1786256931,0.1925239915,0.0013133114,0.0010852907,0.0070116356,0.0002104806,0.0000504276,0.3509369676,0.1319494233,0.2159465379,0.0000000000,0.5236855132981368,21.25,3.24928539465393
0.0045707756,0.0766481412,0.9236862266,0.9236862266,0.0018211684,0.0000000000,0.0745640233,0.0000000000,0.0000000000,0.0087455039,0.9254359767,0.0104205893,0.0046584254,0.0051258911,0.0379036761,0.0147771098,0.0000000000,0.3777869395,0.3731285141,0.0034572983,0.3082806352,0.0164943969,0.1103381335,0.0025515835,0.0800275285,0.0988689927,0.0021782602,0.0005291452,0.0052752204,0.0001493293,0.0000000000,0.5399098830,0.1033196556,0.4365902274,0.0000000000,0.8868256498789867,11.67,2.8875685975222822
0.0058690022,0.0536178559,0.8605707592,0.8605707592,0.0049121182,0.0000510792,0.0724490612,0.0008257807,0.0000000000,0.0092913099,0.9275509388,0.0104320791,0.0031311561,0.0190712776,0.0153969792,0.0467545116,0.0000000000,0.3135821345,0.3104509784,0.0006810563,0.2394593775,0.0194577771,0.0073247600,0.0016617773,0.0361606816,0.1748543817,0.0010113685,0.0011748220,0.0042736280,0.0000919426,0.0001276980,0.5772121984,0.1437233005,0.4275092241,0.0000000000,0.40903456824128903,5.53,1.9025286914197586
0.0104615224,0.0498005391,0.8748826059,0.8748826059,0.0042777973,0.0010903477,0.0672286561,0.0000000000,0.0143358910,0.0101409601,0.9327713439,0.0064752113,0.0063058440,0.0024256601,0.0569103327,0.0085076193,0.0000000000,0.6244464668,0.6181406229,0.0302833159,0.5004085169,0.0336953772,0.1158247244,0.0030057251,0.2150136512,0.1328690391,0.0001279341,0.0023144446,0.0069593257,0.0001744556,0.0000356180,0.2791464468,0.0252786202,0.2370481236,0.0000000000,0.0514406487074989,0.75,2.538665390934327
0.0262593216,0.0352066970,0.7178762070,0.7178762070,0.0054571705,-0.0001324556,0.2062995881,0.1158986450,0.0613997907,0.0156827424,0.7937004119,0.0002251745,0.0080665457,0.0035431871,0.0511874644,0.0060267295,0.0000000000,0.7198166815,0.7117501358,0.0000000000,0.6647217770,0.0414983377,0.0294250103,0.0000000000,0.3712465396,0.2225518895,0.0014503888,0.0016358266,0.0105434653,0.0001986834,0.0000000000,0.0354649854,0.0052386188,0.0302263666,0.0000000000,0.6493289896485396,2.82,5.302448175351686
0.0189457829,0.0146336500,0.8096061387,0.8096061387,0.0044964167,-0.0001813071,0.0856080838,0.0000000000,0.0000000000,0.0105201431,0.9143919162,0.0000000000,0.0066585719,0.0000503330,0.0223992778,0.0004435259,0.0000000000,0.5738443633,0.5671857914,0.0000000000,0.5508364888,0.0000000000,0.0194897043,0.0591656571,0.3295097374,0.1426713900,0.0017456900,0.0010523932,0.0052741431,0.0001031015,0.0000000000,0.3451654725,0.1240990456,0.0883509630,0.0000000000,0.7057678000962759,8.2,2.6381503081990063
0.0035305767,0.0238343795,0.7792105188,0.7792105188,0.0009528375,0.0001568150,0.1608981166,0.0000268826,0.0000000000,0.0108157514,0.8391018834,0.0050912588,0.0054198235,0.3507696627,0.0249679276,0.3534997364,0.0000000000,0.4875406785,0.4821208550,0.0009065398,0.1036472171,0.0065877215,0.0044983490,0.0013217260,0.0604155746,0.0308238460,0.0042982232,0.0011410155,0.0056856622,0.0001179846,0.0000746738,0.4213080159,0.2671021642,0.0352116778,0.0000000000,1.7071620877144982,10.77,4.269877048683484
0.0075612107,0.0905871292,0.8746066019,0.8746066019,0.0059756671,0.0003585400,0.1149558996,0.0092383813,0.0000000000,0.0140388339,0.8850441004,0.0101466827,0.0107721359,0.0054976137,0.2189205555,0.0511118725,0.0000000000,0.5128317491,0.5020596133,0.0000159351,0.2319116557,0.0061031480,0.0059876184,0.0340812213,0.0735724131,0.1121672549,0.0024779100,0.0004501669,0.0048721606,0.0001713025,0.0003226860,0.3746663586,0.0274840848,0.1357273184,0.0000000000,1.0024073085484635,8.72,3.391378291995325
0.0134327024,0.0339807054,0.8517004691,0.8517004691,0.0035070436,0.0000843445,0.0785955631,0.0013646937,0.0127157743,0.0108753777,0.9214044369,0.0493550177,0.0069145607,0.0052411662,0.0746330593,0.0088460494,0.0000000000,0.6563282822,0.6494137215,0.0542841093,0.4691088331,0.1379875744,0.0233448660,0.0333751120,0.1454841120,0.1289171687,0.0018791951,0.0011099734,0.0064844039,0.0001855579,0.0000000000,0.2555755921,0.0846717397,0.1687412598,0.0000000000,0.7560795173036331,9.39,3.1996630391488075
0.0071114018,0.0375154968,0.9297568433,0.9297568433,0.0046281155,0.0000000000,0.0655618007,0.0018444010,0.0000000000,0.0094958130,0.9344381993,0.0032552727,0.0075905658,0.0220225283,0.0645045977,0.0455890294,0.0000000000,0.5416226165,0.5340320507,0.0118307867,0.4163858867,0.0237756600,0.0234181885,0.0011066406,0.0652195408,0.3028658569,0.0002205675,0.0003384571,0.0048715004,0.0001559184,0.0000000000,0.3804523916,0.1369039923,0.2435483994,0.0000000000,0.08768862977066778,1.33,2.072102698589999
0.0056388310,0.0170135855,0.8418762245,0.8418762245,0.0069184598,0.0001493730,0.0830165381,0.0139265433,0.0018820999,0.0122411179,0.9169834619,0.0012497542,0.0089374849,0.0021360340,0.0985289248,0.0088279447,0.0000000000,0.8038110033,0.7948735184,0.0000000000,0.6951819737,0.0029999079,0.0945854775,0.0400369449,0.3218515282,0.2357081152,0.0017103209,0.0003236415,0.0037866057,0.0000796656,0.0000000000,0.1536724598,0.0674543603,0.0809053996,0.0000000000,0.6850672540096253,8.22,2.199828942206903
0.0136040409,0.1115437563,0.8447333956,0.8447333956,0.0058633198,0.0016747557,0.1044126464,0.0105911553,0.0181024348,0.0143593557,0.8955873536,0.0015910180,0.0146206176,0.0007553148,0.2556682108,0.0023011144,0.0000000000,0.7742697228,0.7596491052,0.0061363050,0.5085730746,0.0160424852,0.0607065460,0.1107917910,0.2130607501,0.1079715024,0.0015190035,0.0031703126,0.0081711332,0.0001624513,0.0000000000,0.0571208939,0.0048919615,0.0290335655,0.0000000000,0.6104090901825591,5.87,3.696487953897735
0.0189419821,0.0658356614,0.8310927525,0.8310927525,0.0041360908,0.0000000000,0.0801899562,0.0000000000,0.0000000000,0.0113952745,0.9198100438,0.0351083752,0.0069691210,0.0049412210,0.0423662895,0.0111407556,0.0000000000,0.4734019815,0.4664328605,0.0011704061,0.3835555402,0.0563165910,0.0533172667,0.0156919471,0.1801647899,0.0780649455,0.0023474767,0.0011764359,0.0050611813,0.0001364628,0.0000000000,0.4146836460,0.1287633968,0.2859202493,0.0000000000,0.9340936445610782,11.72,3.0934471501175222
0.0041421730,0.0139585556,0.7895265440,0.7895265440,0.0027009238,0.0000000000,0.1468655666,0.0614403414,0.0042897024,0.0101908804,0.8531344334,0.1265972900,0.0067863547,0.0091978937,0.0298179714,0.0126194421,0.0000000000,0.5623822602,0.5555959055,0.0062529790,0.3870548583,0.2885846252,0.0003291042,0.0020256928,0.0074275403,0.0886878958,0.0042670056,0.0009816383,0.0037279557,0.0001134842,0.0000000000,0.3473183686,0.3455934088,0.0000000000,0.0000000000,1.6860088728458966,11.69,3.046607907909352
0.0133193391,0.0396059047,0.8467091008,0.8467091008,0.0059249729,0.0002539274,0.0840872156,0.0000000000,0.0000000000,0.0124593716,0.9159127844,0.0494176598,0.0079936349,0.0299939057,0.1299600488,0.0508294962,0.0000000000,0.8733173077,0.8653236728,0.0034432557,0.6391420639,0.1628419556,0.0120530878,0.0098862405,0.1232529794,0.3311078007,0.0013712080,0.0006906826,0.0055897887,0.0001895991,0.0001151138,0.0660245125,0.0392233207,0.0268011918,0.0000000000,0.5472852792083958,6.48,2.7132511743070578
0.0117291217,0.0304702184,0.7351084280,0.7351084280,0.0041514556,0.0003053664,0.0888104606,0.0000000000,0.0089709001,0.0119833392,0.9111895394,0.0576447704,0.0073043632,0.0021742085,0.0743025051,0.0040109871,0.0000000000,0.6690531047,0.6617487415,0.0023085696,0.5307862726,0.1438557999,0.0443880535,0.0572821478,0.1891347597,0.0961255117,0.0022444427,0.0011634458,0.0052355062,0.0001328344,0.0000000000,0.2420883394,0.1718869045,0.0517863168,0.0000000000,0.8989080102181992,10.23,3.3860292873875446
0.0105618873,0.0597135824,0.9041519798,0.9041519798,0.0022402086,0.0000949241,0.0898994437,0.0033096867,0.0000000000,0.0098531208,0.9101005563,0.0315654248,0.0073471247,0.0002911005,0.0598591326,0.0004872770,0.0000000000,0.4280760152,0.4207288905,0.0058789655,0.3285069706,0.1329823251,0.0016706640,0.0370773505,0.1261351339,0.0306414970,0.0021642693,0.0008163472,0.0056131780,0.0001265655,0.0000000000,0.4481176552,0.1097132660,0.3285639250,0.0000000000,0.833008573655495,9.49,3.1871137810217047
0.0068504368,0.0098742156,0.8889390411,0.8889390411,0.0037307918,0.0000000000,0.0877734682,0.0238027713,0.0024765427,0.0114839684,0.9122265318,0.0381147918,0.0065907992,0.0080807193,0.2021977320,0.0187697974,0.0000000000,0.7552696436,0.7486788443,0.0001398048,0.4863929954,0.0682207638,0.0185261375,0.0233514014,0.1013545091,0.2749401835,0.0026562918,0.0006950297,0.0057919145,0.0001597770,0.0000000000,0.1901066112,0.1129543158,0.0771522954,0.0000000000,1.067199463993051,11.99,3.245873676817338
0.0057606344,0.0929369884,0.8821252003,0.8821252003,0.0026932836,0.0002805504,0.0945330083,0.0000000000,0.0000000000,0.0104801152,0.9054669917,0.1335108074,0.0071509174,0.0076247358,0.0487347178,0.0181796645,0.0000000000,0.4310687722,0.4239178548,0.0041022700,0.2262171211,0.1407116004,0.0052618782,0.0001309235,0.0254552709,0.0546574480,0.0020449005,0.0006234453,0.0060848260,0.0002119714,0.0002805504,0.4362994782,0.1138660465,0.3224334316,0.0000000000,0.80964414535334,8.59,3.35738022196611
0.0114683251,0.1019921999,0.8566459365,0.8566459365,0.0040054812,0.0001897333,0.1390745230,0.0072520291,0.0000000000,0.0125645620,0.8609254770,0.1603246548,0.0044903552,0.0041741330,0.1194898282,0.0076736587,0.0000000000,0.6538631812,0.6493728260,0.0095077474,0.3568672921,0.1925371561,0.0341309160,0.0235269316,0.0953726152,0.0112996732,-0.0007589333,0.0011173184,0.0102455992,0.0001897333,0.0000000000,0.1938020449,0.0023822072,0.1808790977,0.0000000000,-0.3037686295604848,-2.17,3.6749980199364116
0.0131630034,0.0652184206,0.8640328033,0.8640328033,0.0025947215,0.0001041677,0.1337702062,0.0170456160,0.0000000000,0.0076515876,0.8662297938,0.0001988655,0.0031534390,0.0073201451,0.0105114632,0.0226706692,0.0000000000,0.3766891732,0.3735357342,0.0000000000,0.3433081753,0.0323677308,0.0000000000,0.0000000000,0.0961372740,0.2148031705,0.0010132672,0.0005776570,0.0045265580,0.0001515166,0.0000000000,0.5250712601,0.2857697516,0.2393015085,0.0000000000,0.4080173502705021,3.04,2.1515124044359837
