BKPREM,CHBAL,DEP,DEPDOM,EINTEXP,ELNATR,EQ,FREPO,INTAN,INTINC,LIAB,LNAG,LNATRES,LNAUTO,LNCI,LNCON,LNDEP,LNLSGR,LNLSNET,LNMUNI,LNRE,LNREAG,LNRECONS,LNREMULT,LNRENRES,LNRERES,NETINC,NONII,NONIX,NUMEMP,ORE,SC,SCMUNI,SCUS,TRADE,ROA,ROE,NIMY
0.0210466657,0.0171262502,0.7279231599,0.7279231599,0.0047513732,0.0000000000,0.1009677461,0.0331019436,0.0000000000,0.0110709126,0.8990322539,0.0014190200,0.0101291606,0.0055226724,0.0073294726,0.0066178319,0.0000000000,0.8503296132,0.8402004526,0.0008266963,0.8341067631,0.0373803101,0.0197597467,0.3708031312,0.1853887816,0.2207747934,0.0014658945,0.0014999851,0.0059828951,0.0001278396,0.0000000000,0.0688416450,0.0228236367,0.0460180083,0.0000000000,0.5911516286742909,5.85,2.6895419798873768
0.0235928858,0.0253154433,0.8626383429,0.8626383429,0.0031252115,0.0001353438,0.0616983187,0.0000000000,0.0000000000,0.0092341386,0.9383016813,0.0000000000,0.0059428234,0.0255246110,0.0539345059,0.0401786538,0.0000000000,0.4693784643,0.4634356409,0.0060904712,0.3691748334,0.0000000000,0.0000000000,0.0000000000,0.1554423589,0.2137324745,0.0018332933,0.0012796141,0.0051430646,0.0001476478,0.0001784077,0.4487323822,0.2098013522,0.2300660109,0.0000000000,0.7411068729579926,11.94,2.685471275869296
0.0011484099,0.1521706209,0.7551615346,0.7551615346,0.0028016153,0.0000000000,0.2388566381,0.0355123675,0.0000000000,0.0144497728,0.7611433619,0.3370646138,0.0079379101,0.0316002019,0.0742554266,0.0377460878,0.0000000000,0.7695734478,0.7616355376,0.0000000000,0.3205073195,0.2562089854,0.0000000000,0.0000000000,0.0313604240,0.0329379101,0.0069409389,0.0003785967,0.0055653710,0.0001135790,0.0000000000,0.0335058051,0.0019560828,0.0315497224,0.0000000000,2.8408907483810153,11.73,4.95793410459737
0.0383362931,0.0123100287,0.8503351651,0.8503351651,0.0063669934,0.0000000000,0.0815952639,0.0000000000,0.0018025365,0.0133284808,0.9184047361,0.1793371391,0.0102312048,0.0080513933,0.0889568916,0.0140982744,0.0000000000,0.7420619798,0.7318307750,0.0004077620,0.4590961404,0.1795229185,0.0195773376,0.0379733087,0.1538748819,0.0681476937,0.0012718743,0.0010346483,0.0062726746,0.0001524344,0.0000000000,0.1948597223,0.1446440276,0.0502156946,0.0000000000,0.5037533872462661,6.18,2.9788561143600267
0.0157777520,0.0263523949,0.8658274523,0.8658274523,0.0049880674,0.0000000000,0.0667817566,0.0011549098,0.0038692486,0.0125987425,0.9332182434,0.0066377237,0.0073204439,0.0073054060,0.1115164657,0.0128799510,0.0000000000,0.7621818171,0.7548613732,0.0160544492,0.6149563826,0.0237794122,0.0769157893,0.0413045669,0.2810506070,0.1919060072,0.0018797360,0.0013910046,0.0067640420,0.0001548902,0.0000000000,0.1715672637,0.0401195813,0.1314476824,0.0000000000,0.7564296520423601,11.32,3.2607067441736852
0.0158262826,0.1783782462,0.8800948794,0.8800948794,0.0019269330,0.0003668020,0.0981024111,0.0000000000,0.0000000000,0.0145057955,0.9018975889,0.0076148090,0.0107644153,0.0744167849,0.0630459236,0.0991539101,0.0000000000,0.6037658336,0.5930014183,0.0088668264,0.4250843645,0.0236856263,0.0629089842,0.0054580134,0.1960825549,0.1369491857,0.0048222233,0.0023230792,0.0081625666,0.0002592067,0.0000000000,0.1828287768,0.0675991588,0.0969335355,0.0000000000,1.9905469209358195,20.04,5.592170526413058
0.0091927241,0.0697770594,0.8579752493,0.8579752493,0.0045597753,0.0000616630,0.0620379384,0.0001603239,0.0000230209,0.0090693980,0.9379620616,0.0000000000,0.0066505630,0.0744363177,0.0667185732,0.0788694783,0.0000000000,0.5846008511,0.5779502881,0.0026112237,0.4363020929,0.0000000000,0.0270569142,0.0231219908,0.1264610027,0.2596621853,0.0012727249,0.0017701400,0.0046502144,0.0001249704,0.0000000000,0.3058149057,0.0354373306,0.2350495935,0.0000000000,0.5263697024591547,8.12,1.9745788720060695
0.0187226100,0.1539852894,0.7486951418,0.7486951418,0.0034924499,0.0010150233,0.1579948720,0.0000000000,0.0924392790,0.0109992929,0.8420051280,0.0374019252,0.0123558643,0.0020396677,0.0351650255,0.0091712888,0.0000000000,0.5248825026,0.5125266383,0.0000000000,0.4431490737,0.0251831612,0.0067323465,0.0058856920,0.0516675727,0.3536803013,-0.0037209504,0.0413537813,0.0527956436,0.0015417771,0.0000000000,0.1781341851,0.0353333943,0.1428007909,0.0000000000,-1.4937190417797175,-9.31,3.6186765916495647
0.0185279122,0.0377593223,0.9110723159,0.9110723159,0.0034045594,0.0000388775,0.0811743971,0.0000000000,0.0000000000,0.0116762133,0.9188256029,0.0019642401,0.0081291030,0.0707829931,0.1124356207,0.0811170065,0.0000000000,0.7114233243,0.7032942213,0.0474731467,0.4674761829,0.0114670152,0.0892683252,0.0479100559,0.1587220776,0.1601087089,0.0020123742,0.0031472273,0.0071312468,0.0001851310,0.0000000000,0.2009134364,0.0526679231,0.1361934841,0.0000000000,0.8147089823164305,10.05,3.5942004502805958
0.0146468552,0.0199840833,0.8437289454,0.8437289454,0.0043235919,-0.0000007536,0.1060014801,0.0000000000,0.0267283440,0.0115004379,0.8939985199,0.0096608200,0.0117890793,0.0048647003,0.0812401180,0.0117762675,0.0000000000,0.7508384166,0.7390493373,0.0091106680,0.6386104215,0.0372287110,0.0285016422,0.0297127302,0.2318446069,0.3113227312,0.0021599119,0.0028238624,0.0073336016,0.0001786110,0.0003843528,0.1601123214,0.0073562106,0.1354986713,0.0000000000,0.8601853630426431,8.18,3.1464115528117564
0.0094892132,0.0387329755,0.8181241564,0.8181241564,0.0037271724,0.0000000000,0.1074269575,0.0081198476,0.0210623601,0.0112207694,0.8925730425,0.0013006743,0.0079093132,0.0521304564,0.0489438935,0.0946387774,0.0000000000,0.6322142598,0.6243049466,0.0002248079,0.4870641782,0.0051786108,0.0365973003,0.0760707146,0.2660021749,0.1032153776,0.0026290036,0.0021909850,0.0065408397,0.0001900162,0.0000000000,0.2592142250,0.1100443639,0.1155673233,0.0000000000,1.0530951868332727,9.89,3.2800199925028113
0.0253067893,0.0211130928,0.9100930326,0.9100930326,0.0057818720,0.0002663873,0.0725486664,0.0000000000,0.0000000000,0.0135578428,0.9274513336,0.0506389489,0.0090647778,0.0351250625,0.0773994515,0.0519226817,0.0000000000,0.7158409085,0.7067761307,0.0000000000,0.5354967361,0.0161861971,0.0761715331,0.0406760655,0.1941760135,0.2082869270,0.0021031908,0.0015323610,0.0068930874,0.0001902766,0.0000000000,0.2166616349,0.1639829208,0.0507759480,0.0000000000,0.850843273950494,11.52,3.355672550954355
0.0025209360,0.0700547280,0.9170604881,0.9170604881,0.0039430024,0.0000000000,0.0786374018,0.0000000000,0.0155493629,0.0096743611,0.9213625982,0.0531910309,0.0058678196,0.0248574342,0.0332174613,0.0320467702,0.0000000000,0.4215996093,0.4157317896,0.0064280276,0.2886794892,0.1442248301,0.0052573366,0.0000000000,0.0166123217,0.1225850008,0.0026071218,0.0004596578,0.0035838947,0.0000933680,0.0000000000,0.4668040852,0.2332619906,0.2335420946,0.0000000000,1.0536016195859608,13.16,2.4698044738124896
0.0114020088,0.0823717903,0.8812380556,0.8812380556,0.0033480379,0.0001724311,0.0715158134,0.0018177116,0.0000000000,0.0118977483,0.9284841866,0.2528271522,0.0095771126,0.0053309959,0.0526777118,0.0104248991,0.0000000000,0.6214992887,0.6119221761,0.0000000000,0.3055623410,0.2116304801,0.0000000000,0.0000000000,0.0137010906,0.0802307703,0.0027804521,0.0002802006,0.0056183812,0.0001436926,0.0000000000,0.2576336701,0.0032905608,0.2532007529,0.0000000000,1.0990064215200792,15.42,3.5982507663291416
0.0119603236,0.0356483005,0.7257414452,0.7257414452,0.0041253052,0.0000000000,0.2530396381,0.0000000000,0.0000000000,0.0079421692,0.7469603619,0.0000000000,0.0007982733,0.0008962398,0.0550050897,0.0039852438,0.0000000000,0.0830518074,0.0822535341,0.0000000000,0.0231254353,0.0000000000,0.0000000000,0.0040855063,0.0180924099,0.0009475191,0.0111390894,0.0000994972,0.0018384013,0.0000321452,0.0000000000,0.8573103622,0.0657048608,0.0000482179,0.0000000000,4.475478886849936,18,1.5779286166862707
0.0084208547,0.1160452393,0.8617940346,0.8617940346,0.0021701809,0.0000000000,0.1319110585,0.0000000000,0.0005639706,0.0135684685,0.8680889415,0.0366691456,0.0097008468,0.0047633397,0.2087796948,0.0224233594,0.0000000000,0.6050021978,0.5953013510,0.0000000000,0.3366461997,0.0717127289,0.0481614283,0.0000000000,0.1343245208,0.0824475217,0.0049706818,0.0011721741,0.0075997799,0.0002101067,0.0000000000,0.2415231629,0.0525432585,0.1889799044,0.0000000000,1.9716128324800735,15.24,4.8426832670200115
0.0090717054,0.1338854114,0.8696266345,0.8696266345,0.0035898034,0.0000388787,0.0231069295,0.0000000000,0.0000000000,0.0101084717,0.9768930705,0.0117413786,0.0046524889,0.0373754260,0.0881899356,0.0529010018,0.0000000000,0.3484053238,0.3437528349,0.0147868797,0.1758874072,0.0177287042,0.0220183248,0.0000000000,0.0324767052,0.1036636730,0.0022160880,0.0011534025,0.0053393466,0.0001425554,0.0000000000,0.4993196221,0.2122131073,0.1151847388,0.0000000000,0.8891257579992071,34.75,2.7495165797762944
0.0008538514,0.2627342842,0.8826864126,0.8826864126,0.0040312986,0.0001119805,0.1122324715,0.0354558307,0.0000000000,0.0116459736,0.8877675285,0.1094749514,0.0064388796,0.0591537073,0.0439663499,0.0924819081,0.0000000000,0.3327361039,0.3262972243,0.0000000000,0.0865609384,0.0444702622,0.0000000000,0.0000000000,0.0385492924,0.0035413838,0.0041852718,0.0006158928,0.0039333156,0.0000979830,0.0000000000,0.3677300150,0.0284570485,0.3392729665,0.0000000000,1.7345273920452486,15.06,3.309581207175829
0.0024993834,0.1116171997,0.8932829072,0.8932829072,0.0031242292,0.0001479898,0.1052207515,0.0033051056,0.0000000000,0.0179396530,0.8947792485,0.3308887610,0.0060511387,0.0564498890,0.0648195347,0.1715201842,0.0000000000,0.7180136479,0.7119625092,0.0000000000,0.1487790841,0.0392501850,0.0000000000,0.0000000000,0.0144865576,0.0950423415,0.0076296966,0.0014798981,0.0085176355,0.0002959796,0.0000000000,0.1554057387,0.0151114034,0.1402943353,0.0000000000,3.109685094119914,29.62,6.366310136812076
0.0145842070,0.0064912387,0.7899915171,0.7899915171,0.0070932048,0.0000958077,0.0970315361,0.0000000000,0.0023612041,0.0146952918,0.9029684639,0.0135619423,0.0117288057,0.0410750975,0.1551906046,0.0656506628,0.0000000000,0.7427881606,0.7310593549,0.0159447001,0.4637239923,0.0421840510,0.0784751582,0.0495431251,0.2480000881,0.0455215699,0.0032240656,0.0037257237,0.0069796330,0.0001170062,0.0000000000,0.2123289480,0.0002951209,0.0288864385,0.0000000000,1.2963655194581016,13.61,3.2442024606829913
0.0045283094,0.0412971865,0.9187690960,0.9187690960,0.0033489585,0.0000000000,0.0774191622,0.0000000000,0.0066879646,0.0137043561,0.9225808378,0.0377342529,0.0057872789,0.0138436887,0.1309726410,0.0245772749,0.0000000000,0.6157853880,0.6099981091,0.0000000000,0.4202320883,0.1093959932,0.0180336190,0.0128434797,0.1198011525,0.1601578439,0.0044437146,0.0007613531,0.0062351337,0.0001592373,0.0007414485,0.3141402681,0.1372774411,0.1725833259,0.0000000000,1.7527890298567887,21.57,4.260731807816631
0.0088486439,0.0261919861,0.8189714926,0.8189714926,0.0021384223,0.0000000000,0.0919816538,0.0005161709,0.0000000000,0.0097040129,0.9080183462,0.1359151710,0.0053829251,0.0076983202,0.1197516481,0.0100727064,0.0000000000,0.4151341307,0.4097512056,0.0000000000,0.1475068946,0.0548468447,0.0000000000,0.0000000000,0.0508649549,0.0417950949,0.0018139720,0.0009733508,0.0073148790,0.0002212161,0.0000000000,0.5276741339,0.1712655036,0.3564086304,0.0000000000,0.7033344054894393,7.96,3.1292890474883337
0.0131249549,0.0639512778,0.8873497022,0.8873497022,0.0029817673,0.0000000000,0.1039625616,0.0045053578,0.0043649912,0.0112402271,0.8960374384,0.0477641515,0.0098965240,0.0166218538,0.0570256189,0.0250860938,0.0000000000,0.6600076588,0.6501111349,0.0310537168,0.4989826831,0.1608028422,0.0118194096,0.0047302168,0.1277567379,0.1938734766,0.0029436094,0.0016298874,0.0063519276,0.0001962406,0.0000000000,0.2380289809,0.1085687653,0.1264866250,0.0000000000,1.1756045723398205,11.32,3.5073833748002317
0.0017061752,0.1073324322,0.8357950612,0.8357950612,0.0076571824,0.0008324816,0.0956117504,0.0000000000,0.0000000000,0.0172018727,0.9043882496,0.1500445089,0.0183310804,0.0021347796,0.1502340839,0.0087286934,0.0000000000,0.8383914147,0.8200603343,0.0000000000,0.5046239821,0.1420658732,0.0048794962,0.0252217204,0.2718176123,0.0606392799,0.0044921038,0.0003626653,0.0045827701,0.0001071511,0.0000000000,0.0388134252,0.0230869408,0.0157264845,0.0000000000,1.7683035641861748,18.83,3.9628355833889435
0.0132194443,0.0431345667,0.9044600541,0.9044600541,0.0027085869,0.0002310643,0.0572012467,0.0280152605,0.0002053905,0.0088677337,0.9427987533,0.0008343988,0.0068369354,0.0002336317,0.0265159101,0.0007650795,0.0000000000,0.5431268646,0.5362899292,0.0203927066,0.4949088837,0.0165929828,0.0221770363,0.0190576685,0.0760946029,0.3609865931,0.0004852350,0.0009935764,0.0064929063,0.0001591776,0.0000000000,0.3460803796,0.0443951507,0.3016852288,0.0000000000,0.19577123768337368,3.37,2.6349028523729503
0.0086673671,0.0179637412,0.7997629438,0.7997629438,0.0068099779,-0.0002020365,0.0977843327,0.0000000000,0.0020567319,0.0118487689,0.9022156673,0.0007165562,0.0108641776,0.0008081461,0.0476684985,0.0078619148,0.0000000000,0.8758781854,0.8650140079,0.0001171812,0.8184270783,0.0000000000,0.0820376057,0.2064611282,0.3808146113,0.1491137331,0.0008108399,0.0007111686,0.0050239750,0.0001266096,0.0000000000,0.0785006196,0.0509980604,0.0270594257,0.0000000000,0.32267271633343025,3.49,2.1065315993817237
0.0302752541,0.3514679320,0.9114118567,0.9114118567,0.0020219448,0.0008087779,0.0864583614,0.0000000000,0.0000000000,0.0107297873,0.9135416386,0.0241285418,0.0096244574,0.0377699296,0.0692044321,0.0678834281,0.0000000000,0.5598630469,0.5502385895,0.0057423233,0.3929043216,0.0959749818,0.0000000000,0.0000000000,0.0314614617,0.2654678780,0.0014288410,0.0007009409,0.0071711644,0.0002156741,0.0057962419,0.0492006578,0.0426765158,0.0066050198,0.0000000000,0.5682808165015882,6.67,3.7362637362637363
0.0006231571,0.0269325470,0.7600693072,0.7600693072,0.0041037177,0.0000000000,0.0211417454,0.0000000000,0.0000000000,0.0101832994,0.9788582546,0.1365930024,0.0103960847,0.0145757972,0.0515548530,0.0236647719,0.0000000000,0.5257318297,0.5153357449,0.0000000000,0.2950421011,0.0818463690,0.0037237438,0.0000000000,0.0154877344,0.1939842539,0.0008815394,0.0015198954,0.0065659483,0.0001823875,0.0000000000,0.4223029456,0.4223029456,0.0000000000,0.0000000000,0.3453871462387042,14.86,2.5198636123819798
0.0317099249,0.0798829221,0.9064072064,0.9064072064,0.0040549571,0.0000000000,0.0868942290,0.0000000000,0.0000000000,0.0118815322,0.9131057710,0.0006923097,0.0086926305,0.0043864104,0.0129079682,0.0069257705,0.0000000000,0.7331025634,0.7244099329,0.0000000000,0.7125337468,0.0128999492,0.0925823956,0.0519579803,0.3324343108,0.2226591110,0.0006415225,0.0007217129,0.0077971720,0.0001523616,0.0017347839,0.1364491727,0.0117318436,0.1247173291,0.0000000000,0.2535761501065152,2.97,3.347404703858147
0.0236712312,0.1362644169,0.9215994320,0.9215994320,0.0007099859,0.0000000000,0.0591780781,0.0287015567,0.0000000000,0.0100530979,0.9408219219,0.0197360967,0.0033913155,0.0434904114,0.0209596894,0.0629168335,0.0000000000,0.3316993587,0.3283080432,0.0000000000,0.2279961026,0.0071225179,0.0150985294,0.0000000000,0.0428181907,0.1629568646,0.0040106649,0.0022130411,0.0075454882,0.0002039321,0.0000000000,0.4743536485,0.0259975679,0.0836121664,0.0000000000,1.582618025751073,26.05,3.890395880017298
0.0029082900,0.1819798961,0.9006381297,0.9006381297,0.0026259318,0.0000000000,0.0965665236,0.0000000000,0.0000000000,0.0088378134,0.9034334764,0.0703636774,0.0131861306,0.0199909645,0.0420149085,0.0389936752,0.0000000000,0.4292410210,0.4160548904,0.0103060763,0.2674779761,0.1029195844,0.0142873278,0.0000000000,0.0247345832,0.1255364807,0.0014400271,0.0004235374,0.0048847978,0.0001411791,0.0000000000,0.3822283714,0.0911734809,0.2915066637,0.0000000000,0.581967563866661,6,2.6285526531953343
0.0013131203,0.0133666594,0.7446026226,0.7446026226,0.0041838731,0.0000000000,0.2514670724,0.0271680070,0.0040933130,0.0111117148,0.7485329276,0.0688437296,0.0221509817,0.0091284503,0.0254473665,0.0132760994,0.0000000000,0.3840016663,0.3618506846,0.0027168007,0.2737176701,0.1503568065,0.0000000000,0.0000000000,0.0693508658,0.0540099978,0.0044646091,0.0004256321,0.0026443527,0.0000815040,0.0005343041,0.5792490763,0.5613815837,0.0178674926,0.0000000000,1.7789083889242205,7.07,2.844593181342815
0.0083692052,0.0529444841,0.7316779519,0.7316779519,0.0086489347,0.0000000000,0.0953272883,0.0047251610,0.0064885911,0.0127617149,0.9046727117,0.0756082464,0.0114897015,0.0032868220,0.0934693550,0.0189195447,0.0170549961,0.6898149154,0.6783252139,0.0027708344,0.4814986321,0.1184777421,0.0495489834,0.0092613156,0.2680772847,0.0361333062,0.0011586095,0.0018702187,0.0044813427,0.0001001734,0.0000000000,0.1814405126,0.0688172449,0.0688437058,0.0380564468,0.48111472633902014,5.02,1.803572436879368
0.0156556035,0.0590720525,0.8819820112,0.8819820112,0.0052701275,0.0002866277,0.0991101166,0.0000000000,0.0000000000,0.0129995204,0.9008898834,0.0045669342,0.0090975623,0.0008942783,0.1502865321,0.0046357249,0.0000000000,0.7212354799,0.7121379176,0.0000000000,0.5550621313,0.0501923272,0.0676403090,0.0247569875,0.2372837633,0.1751887443,0.0025834708,0.0010031969,0.0050943292,0.0001203836,0.0000000000,0.1814620686,0.0540713550,0.1124019972,0.0000000000,1.0287686164698095,10.47,3.2666344983252946
0.0121767840,0.0955019450,0.8477289072,0.8477289072,0.0025293387,0.0000000000,0.1134688307,0.0000000000,0.0333962603,0.0126466935,0.8865311693,0.0997924226,0.0076615671,0.0011277827,0.0863080645,0.0044825275,0.0000000000,0.6183804060,0.6107188389,0.0000000000,0.4271844660,0.2415457161,0.0116088065,0.0000000000,0.1227199176,0.0513100258,0.0038042235,0.0007477690,0.0057451538,0.0001634468,0.0000000000,0.2332671374,0.0313981236,0.2014971724,0.0000000000,1.5021035096140272,13.19,4.301514259841169
0.0076245815,0.0216386214,0.8288340437,0.8288340437,0.0049773622,0.0002765201,0.0805927117,0.0000000000,0.0121521377,0.0105667556,0.9194072883,0.1645110387,0.0094385535,0.0048630672,0.0630760836,0.0117908181,0.0000000000,0.7673507160,0.7579121625,0.0284631380,0.4984551742,0.2021067146,0.0197177283,0.0074623564,0.1463713186,0.1227970564,0.0012019408,0.0007816302,0.0048298848,0.0001253558,0.0000000000,0.1592719041,0.0102386184,0.1490332856,0.0000000000,0.48294060460163885,6,2.4041311091948896
0.0065514235,0.0635075393,0.8555746424,0.8555746424,0.0034872144,0.0000000000,0.1390036678,0.0000000000,0.0000000000,0.0121588230,0.8609963322,0.3697169476,0.0081196383,0.0151714461,0.0330202062,0.0261179978,0.0000000000,0.6789131859,0.6707935476,0.0046788513,0.2453791830,0.2002517397,0.0000000000,0.0000000000,0.0450345884,0.0000928548,0.0032344429,0.0007686316,0.0053701038,0.0001186478,0.0000000000,0.2218198513,0.0000000000,0.2213143084,0.0000000000,1.3006814575100352,9.43,3.701807411322334
0.0048944204,0.0597945615,0.9025946784,0.9025946784,0.0062419751,0.0000953459,0.0944368874,0.0000000000,0.0000000000,0.0156430760,0.9055631126,0.2819186128,0.0118483111,0.0239254523,0.1947915740,0.0363267693,0.0000000000,0.8517372014,0.8398888903,0.0000000000,0.3381853778,0.1558396156,0.0000000000,0.0000000000,0.1626727349,0.0196730273,0.0045448189,0.0003305323,0.0049961226,0.0001207714,0.0000000000,0.0754376375,0.0204930016,0.0470372866,0.0000000000,1.8138978826230487,19.25,3.984509176629062
0.0011120244,0.3485471160,0.8410772132,0.8410772132,0.0039162597,0.0000000000,0.1494947541,0.0000000000,0.0000000000,0.0146013634,0.8505052459,0.4161388580,0.0091379394,0.0099598704,0.0848522942,0.0156650389,0.0000000000,0.6344340763,0.6252961369,0.0000000000,0.1175844897,0.0849489919,0.0000000000,0.0000000000,0.0251897694,0.0074457284,0.0030943287,0.0003384422,0.0072523328,0.0001933955,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.230857994566916,8.37,4.506180706002294
0.0120531172,0.0560162111,0.8682452358,0.8682452358,0.0024437354,0.0002793826,0.1048995430,0.0218987669,0.0022057429,0.0113218936,0.8951004570,0.0257187204,0.0078089161,0.0586772441,0.0551884108,0.0710683798,0.0000000000,0.6603362939,0.6525273778,0.0017935673,0.4946658619,0.0984978874,0.0290126757,0.0168440114,0.1310925239,0.2192187635,0.0033698370,0.0009554195,0.0053496594,0.0001776321,0.0000000000,0.2213106838,0.0187169095,0.2025937743,0.0000000000,1.359546701803365,12.99,3.829968874063176
0.0146057521,0.0693019745,0.8179194993,0.8179194993,0.0037267862,0.0023587254,0.0949649074,0.0000000000,0.0094715931,0.0126663557,0.9050350926,0.1135438015,0.0090968178,0.0078126229,0.1090622232,0.0116547245,0.0000000000,0.6541374665,0.6450406487,0.0022643764,0.4172375656,0.2081208296,0.0045261321,0.0000000000,0.0808177963,0.1237728076,-0.0007757586,0.0006237518,0.0067014011,0.0001310403,0.0000000000,0.2260497639,0.1848900048,0.0317641694,0.0000000000,-0.3063088234533215,-3.25,3.854139301543181
0.0217074801,0.0193445988,0.8908062437,0.8908062437,0.0043438828,0.0000000000,0.0615661845,0.0000000000,0.0000000000,0.0100720798,0.9384338155,0.0177812783,0.0176261397,0.0067306315,0.0556947826,0.0125900998,0.0000000000,0.5470428183,0.5294166786,0.0000000000,0.4559644852,0.0637619934,0.0524010693,0.0087116330,0.1112702277,0.2198195618,0.0013723805,0.0005131510,0.0049286362,0.0001432049,0.0000000000,0.4036230846,0.1568451955,0.2464198768,0.0000000000,0.5443046212645617,8.81,2.427307206068268
0.0118545736,0.0242086934,0.7998407628,0.7998407628,0.0052303481,-0.0000749871,0.1150461556,0.0007928780,0.0244419253,0.0135147653,0.8849538444,0.0011573372,0.0116169308,0.0006848084,0.1176227334,0.0039318588,0.0012687151,0.8216189929,0.8100020621,0.0032481532,0.6922866976,0.0090662676,0.0748304796,0.0450424173,0.3092918905,0.2540556426,0.0028092583,0.0010740795,0.0060585142,0.0001428063,0.0000000000,0.0925704355,0.0717350574,0.0033192806,0.0000000000,1.1221543160406122,9.78,3.617213361420403
0.0000000000,0.5625461944,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.9563084868,0.0000000000,0.0000000000,0.0077418670,0.0436915132,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0076438594,0.0015519105,0.0003846616,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,3.0772516846566087,3.21,5.586904860822601
0.0074064533,0.1603658144,0.7993817222,0.7993817222,0.0034778128,0.0000000000,0.1522509178,0.0000000000,0.0000000000,0.0110774779,0.8477490822,0.1396921492,0.0077928769,0.0070200296,0.0841115476,0.0284021382,0.0000000000,0.5968957300,0.5891028531,0.0000000000,0.3446254911,0.1335093708,0.0000000000,0.0069556257,0.0188703549,0.1852901398,0.0007728473,0.0005152315,0.0071488375,0.0002576158,0.0000000000,0.2288916082,0.0000000000,0.2288916082,0.0000000000,0.3123983078424992,2.04,3.2080473051043294
0.0039136866,0.0210581816,0.8256675560,0.8256675560,0.0072824295,0.0001061579,0.1096150716,0.0005555595,0.0000000000,0.0138960644,0.8903849284,0.2565764797,0.0110581108,0.0075902873,0.1198557668,0.0150461079,0.0000000000,0.7182287207,0.7071706098,0.0000000000,0.3262620401,0.1932957770,0.0072045804,0.0000000000,0.0690379974,0.0567236852,0.0032625850,0.0004600174,0.0035315183,0.0000743105,0.0000000000,0.2531263491,0.1070955916,0.1460307575,0.0000000000,1.3146989257469597,11.99,2.7260395851869137
0.0052138614,0.0150457144,0.8395992775,0.8395992775,0.0047204067,0.0000000000,0.0809731300,0.0487589148,0.0000000000,0.0096363332,0.9190268700,0.0406588086,0.0082676945,0.0138632851,0.0436660894,0.0214792470,0.0000000000,0.4310746141,0.4228069195,0.0013034654,0.3239670037,0.1238105879,0.0000000000,0.0000000000,0.0326238758,0.1675325401,0.0009869095,0.0004375919,0.0043200566,0.0001210361,0.0005586280,0.4927843882,0.0519989572,0.4407854310,0.0000000000,0.3875083396547155,4.81,1.9795020315201959
0.0142191349,0.1018722733,0.8658901750,0.8658901750,0.0025878584,0.0000160987,0.0455028414,0.0000000000,0.0000000000,0.0081137209,0.9544971586,0.0388500732,0.0066527682,0.0089025549,0.0412970684,0.0138931371,0.0000000000,0.4875758649,0.4809230967,0.0000000000,0.3934470435,0.0642658210,0.0051113222,0.0066608175,0.0742952815,0.2431138014,0.0008371299,0.0035296296,0.0080131043,0.0002092825,0.0000000000,0.3409292142,0.0217895262,0.3191396880,0.0000000000,0.3451852466497946,7.49,2.5060403695177516
0.0006168571,0.1100505498,0.6638161376,0.6638161376,0.0099346456,0.0008830796,0.0940025259,0.0000000000,0.0000000000,0.0131098363,0.9059974741,0.0000000000,0.0094833660,0.0000000000,0.0166551412,0.0000129865,0.0000000000,0.7901484678,0.7806651018,0.0000000000,0.7729089357,0.0000000000,0.0150675459,0.1549577453,0.2482070562,0.3546765883,-0.0010259307,0.0001753173,0.0040550237,0.0000714256,0.0000000000,0.0829932503,0.0272163837,0.0423391221,0.0000000000,-0.3984553550319174,-4.33,1.2656958253391528
0.0094003170,0.0215833040,0.8495685100,0.8495685100,0.0048080310,0.0001320888,0.1078196548,0.0514265586,0.0000000000,0.0102941176,0.8921803452,0.0250088059,0.0109765763,0.0036192321,0.0677703417,0.0047992251,0.0000000000,0.4805829517,0.4696063755,0.0000000000,0.3829297288,0.0337574850,0.0179552659,0.0090480803,0.1302483269,0.1919205706,0.0013208876,-0.0002861923,0.0029235646,0.0000792533,0.0000000000,0.3946239873,0.1158066221,0.2488860514,0.0000000000,0.5344057074529557,4.89,2.380571404006945
0.0032693898,0.0398629220,0.7439437507,0.7439437507,0.0030133533,-0.0001969512,0.1359751054,0.0530783472,0.0000000000,0.0107535353,0.8640248946,0.0790168196,0.0045692677,0.0006105487,0.0135699374,0.0015953047,0.0000000000,0.6314058376,0.6268365699,0.0000000000,0.5372040808,0.4391223855,0.0000000000,0.0000000000,0.0465789577,0.0515027376,0.0018710364,0.0003348170,0.0060070115,0.0001575610,0.0000000000,0.2418954583,0.0994603537,0.1424351046,0.0000000000,0.7591270039454627,5.5,3.3144977650333134
