month,line_1,line_2,line_3,line_4,line_5,line_6,line_7,line_A,line_B,line_C,line_D,line_E,line_F,line_G,line_JZ,line_L,line_M,line_N,line_Q,line_R,line_S 42nd,line_S Fkln,line_S Rock
2015-11,0.753240997,0.416828479,0.657734057,0.427105544,0.38860661999999996,0.444680099,0.8268796389999999,0.670468432,0.642961165,0.7522865849999999,0.710292729,0.709746835,0.5517739819999999,0.7085987260000001,0.663494968,0.9239228230000001,0.678759398,0.544736842,0.493744164,0.5545774649999999,0.995190279,0.996186441,0.9716611399999999
2015-12,0.763894482,0.42463768100000004,0.643655589,0.444430739,0.38189196799999997,0.485404972,0.810814771,0.701239157,0.753089144,0.747727273,0.726950355,0.6845375060000001,0.569006686,0.786627335,0.657737105,0.91437774,0.6903872280000001,0.647742818,0.6783774610000001,0.595870679,0.986416207,0.992681048,0.96
2016-01,0.771377935,0.413793103,0.637557452,0.40174197100000003,0.378232759,0.45463528599999997,0.780354267,0.6595830530000001,0.6929611649999999,0.78325,0.697829398,0.689240506,0.563321072,0.790892857,0.609786257,0.8819801979999999,0.656716418,0.617059565,0.65459298,0.611795775,0.990093091,0.999576271,0.960760999
2016-02,0.7548473370000001,0.39958492999999995,0.623186016,0.364316821,0.379002463,0.420168814,0.736151369,0.654187988,0.7080097089999999,0.7695000000000001,0.655559787,0.6808860760000001,0.5947188649999999,0.8125,0.7042593549999999,0.901584158,0.691231343,0.6115500380000001,0.716766243,0.597535211,0.997038012,0.9983050849999999,0.97235434
2016-03,0.677645277,0.409004093,0.631337726,0.410790345,0.367554544,0.5106695529999999,0.7562168200000001,0.651060804,0.7518062050000001,0.7073913039999999,0.688406928,0.699053697,0.62628454,0.7704968940000001,0.654382939,0.895221696,0.676346528,0.661658942,0.721428571,0.618187385,0.996968128,0.994473102,0.943064182
2016-04,0.722819347,0.387766796,0.615001556,0.39930015599999996,0.384853396,0.527887083,0.7535678849999999,0.636115799,0.717059639,0.705,0.704616453,0.699734812,0.628557349,0.82182959,0.663935855,0.9267326730000001,0.727789623,0.687388033,0.7907183499999999,0.628269618,0.9860744300000001,0.9991928969999999,0.9195011340000001
2016-05,0.77035865,0.337488598,0.577680525,0.381026439,0.349350843,0.5360136870000001,0.749808312,0.6419576790000001,0.7621359219999999,0.7369047620000001,0.704079782,0.7058823529999999,0.673254941,0.8513238289999999,0.620881994,0.92795851,0.7288557210000001,0.620566105,0.687766714,0.5990589820000001,0.997709049,0.9983857949999999,0.946712018
2016-06,0.7264377000000001,0.369380831,0.597445039,0.402457002,0.39447375700000004,0.489168806,0.7791276349999999,0.608252487,0.688217123,0.707727273,0.6574939430000001,0.660379515,0.5811843360000001,0.818293243,0.6989000160000001,0.9114311429999999,0.703072248,0.624574541,0.700101833,0.600992318,0.988769973,0.999614792,0.92195122
2016-07,0.761070831,0.289372599,0.55675946,0.352209,0.386437529,0.47677082400000004,0.786644029,0.6254660959999999,0.698747852,0.679685519,0.6664749860000001,0.6628461040000001,0.571543193,0.850047755,0.6470910089999999,0.8740038330000001,0.6907525269999999,0.6209736459999999,0.684790875,0.573170732,0.9812599350000001,0.9900776530000001,0.947935368
2016-08,0.75273315,0.35251017599999995,0.551768766,0.41552511400000003,0.384554351,0.561916424,0.8125481410000001,0.658183104,0.720768257,0.731086957,0.684947299,0.7009264310000001,0.616158153,0.8261809200000001,0.630668537,0.9195089799999999,0.6752012879999999,0.638415327,0.717973697,0.556683587,0.988696307,0.993736183,0.9159314999999999
2016-09,0.634613383,0.345653087,0.483113813,0.365097589,0.357804807,0.490907553,0.821491531,0.629500581,0.666897827,0.674047619,0.6516222580000001,0.661538462,0.598175228,0.800533689,0.643113159,0.913814239,0.665608466,0.592177778,0.662351113,0.564338235,0.988482724,0.9931396290000001,0.9273140259999999
2016-10,0.648443195,0.36181818200000004,0.537795538,0.36475567499999995,0.37094437999999996,0.492942808,0.788755082,0.593366886,0.575127138,0.62853717,0.627607473,0.631761194,0.552272443,0.759183673,0.663082437,0.89495521,0.638624339,0.598968522,0.662322275,0.518779343,0.993250183,0.996368039,0.923820352
2016-11,0.6803039769999999,0.35345208300000003,0.544076274,0.330286875,0.353511948,0.437711578,0.7820747520000001,0.5421344690000001,0.5205732780000001,0.606169297,0.637533998,0.6527446299999999,0.462596948,0.754081633,0.629288274,0.9131245339999999,0.6288569420000001,0.564861571,0.6633333330000001,0.695805369,0.9874252889999999,0.9931396290000001,0.917613636
2016-12,0.68134041,0.31858538,0.565645514,0.32513136000000004,0.350999131,0.394062421,0.750666362,0.590140663,0.578132224,0.578809524,0.594483986,0.619797257,0.504018509,0.760544218,0.596859532,0.877039132,0.578956583,0.5623700620000001,0.7287217579999999,0.5742325110000001,0.9836884410000001,0.99677159,0.925610449
2017-01,0.7277743080000001,0.33758631,0.539387309,0.31525641,0.349022448,0.472410291,0.7674843819999999,0.6240805269999999,0.5596393900000001,0.618095238,0.599456029,0.623150358,0.498592584,0.777380952,0.634408602,0.921452145,0.588235294,0.524519147,0.6385448920000001,0.6345637580000001,0.9949338369999999,0.9987893459999999,0.953409091
2017-02,0.600161458,0.273300166,0.502710517,0.333899986,0.32218309900000003,0.47031323,0.6913881639999999,0.5519897300000001,0.571241488,0.58,0.5635265239999999,0.6544495720000001,0.48699795799999995,0.763533835,0.650631956,0.916562889,0.6060371520000001,0.545193412,0.678583647,0.686800895,0.990649482,0.9977698479999999,0.9196484619999999
2017-03,0.698276721,0.30481667900000003,0.487856218,0.33120550000000004,0.312587413,0.48765282200000004,0.745482367,0.5388331000000001,0.578083407,0.589772727,0.563826087,0.602285714,0.472694611,0.7335397650000001,0.612955995,0.926302529,0.632115548,0.536200598,0.664294187,0.6710676449999999,0.997882748,0.999592502,0.942716858
2017-04,0.705618714,0.325200741,0.537852719,0.29859989200000003,0.309154501,0.534482759,0.72552,0.573170732,0.59684466,0.6035,0.513899467,0.6001253129999999,0.45454545500000004,0.7517857139999999,0.594265233,0.941065535,0.6191176469999999,0.510917031,0.687743823,0.709126145,0.982646244,1.0,0.976133652
2017-05,0.706279809,0.300429799,0.503534112,0.279817066,0.261958675,0.513085622,0.7628708550000001,0.508992363,0.528684907,0.583636364,0.526041667,0.530182232,0.385386819,0.699350649,0.604105572,0.934886605,0.645721925,0.509203453,0.635933806,0.737617352,0.992662318,0.987673344,0.953362256
2017-06,0.649281431,0.276034952,0.450826,0.301496532,0.315169163,0.545880452,0.74002751,0.508253264,0.48323036199999997,0.5386363639999999,0.515125908,0.593394077,0.476957975,0.716950788,0.62821766,0.956006019,0.657118427,0.463281508,0.614952719,0.677290199,0.984584599,0.998844376,0.948481562
2017-07,0.6634646519999999,0.277068558,0.501556102,0.34407735700000003,0.337151469,0.585329209,0.71207577,0.5939113890000001,0.505392157,0.619832615,0.594560967,0.630470219,0.539915966,0.737380513,0.740860215,0.961673439,0.7560083590000001,0.559553796,0.608422072,0.707312775,0.9945123859999999,0.999152542,0.9504477610000001
2017-08,0.738180113,0.279101616,0.504158302,0.372308052,0.340953883,0.625991834,0.692591077,0.590314599,0.550654285,0.652173913,0.5595061729999999,0.557734205,0.417561087,0.778406617,0.7081190589999999,0.9257501410000001,0.739667545,0.513051732,0.662143257,0.717218137,0.9909232729999999,0.9970523210000001,0.9413900409999999
2017-09,0.704454751,0.277121713,0.444846293,0.319876194,0.261354184,0.518962608,0.782083464,0.580623306,0.584708738,0.604,0.576101342,0.566562304,0.448352802,0.789346664,0.6901433690000001,0.928544776,0.7458742429999999,0.539385119,0.663402693,0.683726798,0.995762367,0.999152542,0.93679189
2017-10,0.7193171780000001,0.30826529199999997,0.47500375300000003,0.329421728,0.24490706299999998,0.537218136,0.7284531959999999,0.54236052,0.563548102,0.582272727,0.563279561,0.604444444,0.44461703900000005,0.7392217019999999,0.673672206,0.9282564449999999,0.730908055,0.627460711,0.709365382,0.647925677,0.9938755159999999,0.997303544,0.94574064
2017-11,0.6957459930000001,0.249474947,0.41327029699999995,0.27025641,0.251840251,0.47647258000000003,0.6921237480000001,0.49703378899999995,0.464863615,0.562857143,0.454034451,0.614671164,0.463722792,0.70303335,0.708824031,0.966381364,0.759625908,0.651001292,0.645971497,0.6390097020000001,0.987381224,0.996054362,0.9372409709999999
2017-12,0.7069356059999999,0.433632499,0.593457176,0.433894709,0.47119310400000003,0.42168884300000004,0.6587700030000001,0.484688347,0.490048544,0.53425,0.455652836,0.5239824670000001,0.403071269,0.6407939039999999,0.6471326159999999,0.921240167,0.7604024739999999,0.637828371,0.6639139919999999,0.620267057,0.9793268829999999,0.9957627119999999,0.944206009
2018-01,0.674578266,0.37259781599999997,0.567967275,0.382623225,0.417330404,0.471890145,0.636947218,0.38096969700000005,0.457280661,0.347189967,0.419946182,0.473917995,0.32186907,0.508056719,0.598566308,0.84921981,0.703608737,0.547304003,0.5888206029999999,0.559048835,0.987184994,0.9925839190000001,0.9258414150000001
2018-02,0.679943717,0.440908337,0.614631443,0.422731667,0.49586250800000004,0.491725105,0.610639875,0.509199829,0.485274609,0.45394736799999996,0.47755905499999995,0.501252472,0.37957737199999997,0.613345865,0.594793435,0.906323645,0.724024189,0.56372093,0.6434853420000001,0.541389505,0.98723692,1.0,0.953546767
2018-03,0.744152469,0.46644821200000003,0.6243678890000001,0.473537941,0.531447405,0.5050888530000001,0.554979769,0.552475979,0.5284839920000001,0.5475,0.510211146,0.584396355,0.47063037199999996,0.691558442,0.7041381560000001,0.8931478970000001,0.774928775,0.590951204,0.6968100669999999,0.6460261730000001,0.987776314,0.997688752,0.9392201830000001
2018-04,0.7240209679999999,0.49352477499999997,0.696517413,0.545466205,0.538627226,0.532283728,0.57093736,0.5991740870000001,0.610630408,0.603809524,0.5416214260000001,0.573373134,0.502065857,0.732142857,0.671941467,0.931236674,0.764788169,0.6620180480000001,0.722741911,0.6846153850000001,0.990878687,0.9987893459999999,0.978965321
2018-05,0.718971631,0.534292752,0.6880790609999999,0.547473761,0.626779847,0.560913287,0.632846768,0.556871453,0.56808897,0.608101743,0.47638474799999997,0.554829993,0.401269394,0.69842558,0.714960887,0.9202009879999999,0.6429771510000001,0.592313788,0.6067738229999999,0.586201325,0.995858601,0.995570108,0.9679487179999999
2018-06,0.7301305480000001,0.581601588,0.7096453429999999,0.576894594,0.640950853,0.6058151430000001,0.610809179,0.5508835289999999,0.631605184,0.660238095,0.6522059729999999,0.5705854579999999,0.467810092,0.749201009,0.655855241,0.92554693,0.635514019,0.525255655,0.661004095,0.581000848,0.996506828,0.997175141,0.9540816329999999
2018-07,0.68655197,0.468469675,0.637256591,0.557852281,0.595744681,0.6612030950000001,0.698435601,0.541164132,0.612656981,0.6426190479999999,0.45659566900000004,0.55501771,0.486463415,0.7161108350000001,0.600236847,0.887594541,0.582977967,0.582625864,0.726462143,0.485518165,0.996572675,0.9991928969999999,0.9053680129999999
2018-08,0.740120436,0.572993599,0.75,0.643439836,0.685694729,0.6978551439999999,0.718693911,0.538294797,0.558243727,0.60431338,0.6530394970000001,0.5269731879999999,0.509047726,0.730556409,0.570986699,0.911090092,0.618158193,0.534979423,0.6746721870000001,0.41532567,0.9952404629999999,0.992952522,0.943377148
2018-09,0.7291642450000001,0.571536715,0.723266857,0.597196751,0.612633306,0.6869451449999999,0.789843554,0.571894456,0.556229327,0.608317978,0.659322501,0.614101395,0.5036858519999999,0.740712946,0.548515226,0.925903735,0.660983735,0.5473574649999999,0.6408756680000001,0.46841521999999997,0.995780962,0.995923913,0.9586595680000001
2018-10,0.76217176,0.611330363,0.7305611380000001,0.626101257,0.687866667,0.685428393,0.7621617879999999,0.539849092,0.55812357,0.634347826,0.52524443,0.637537667,0.572463768,0.7023754080000001,0.54204739,0.9316253670000001,0.6627105050000001,0.576609682,0.6932212440000001,0.47956488,0.9935977730000001,0.9983419309999999,0.943581781
2018-11,0.744132397,0.610049233,0.735233571,0.628112754,0.72652942,0.675726336,0.747885196,0.523159372,0.5085995090000001,0.615714286,0.5454700849999999,0.65440149,0.5109079830000001,0.690241414,0.5988739120000001,0.949606442,0.564516129,0.607845329,0.698147041,0.467913087,0.996282528,0.990684575,0.962018141
2018-12,0.780237581,0.619138057,0.740196078,0.617151201,0.7008547009999999,0.7250044880000001,0.856984215,0.573896104,0.615325866,0.627392493,0.605860282,0.640556369,0.428644306,0.775948461,0.593660458,0.900421295,0.664996145,0.626643486,0.784605835,0.585423056,0.997956515,0.995550847,0.9627976189999999
2019-01,0.8506493509999999,0.7234838,0.826262953,0.6601524089999999,0.744115204,0.721604837,0.875711991,0.606430023,0.626675913,0.683863636,0.673920104,0.731098035,0.534616723,0.733441558,0.666503827,0.90210033,0.700260191,0.671296296,0.8266955269999999,0.670317281,0.998528381,0.994029276,0.974025974
2019-02,0.835725678,0.7214206439999999,0.851764706,,,,,,,,,,,,,,,,,,,,
