timestamp,demo_api_http_requests_in_progress,demo_disk_usage_bytes,methodGET_status200,methodGET_status404,node_load1,node_load15,node_load5,node_memory_Buffers_bytes,node_memory_Cached_bytes,node_memory_MemAvailable_bytes,request_rate_total
1785223000,1,1.42933e+11,121.449,2.33334,0.68,0.44,0.58,8.68925e+07,6.44259e+09,7.1842e+09,141.239
1785223300,3,1.43079e+11,134.965,2.81754,0.52,0.46,0.55,8.68925e+07,6.44344e+09,7.18136e+09,158.663
1785223600,1,1.43225e+11,162.926,3.66667,0.7,0.43,0.46,8.68925e+07,6.44441e+09,7.18041e+09,192.06
1785223900,2,1.43374e+11,186.179,4.62105,0.49,0.44,0.45,8.68925e+07,6.44594e+09,7.17853e+09,221.456
1785224200,0,1.43524e+11,192.656,5.12281,1.31,0.59,0.83,8.68925e+07,6.44703e+09,7.18214e+09,231.825
1785224500,1,1.43671e+11,195.144,4.96842,0.45,0.54,0.58,8.68925e+07,6.44839e+09,7.17265e+09,231.937
1785224800,0,1.43821e+11,176.733,4.21053,0.47,0.48,0.46,8.68925e+07,6.44958e+09,7.17847e+09,210.225
1785225100,0,1.43973e+11,147.972,3.24211,0.68,0.47,0.49,8.68925e+07,6.45041e+09,7.1745e+09,174.098
1785225400,0,1.61211e+10,128.755,2.55439,0.33,0.5,0.52,8.68925e+07,6.45138e+09,7.18026e+09,150.207
1785225700,1,1.6272e+10,117.214,2.22457,1.08,0.7,0.97,8.68925e+07,6.45654e+09,7.20089e+09,136.442
1785226000,1,1.64208e+10,112.533,2.1193,0.88,0.72,0.84,8.68925e+07,6.45751e+09,7.18576e+09,130.733
1785226300,0,1.65668e+10,112.835,2.14737,0.33,0.63,0.56,8.68925e+07,6.45848e+09,7.18615e+09,131.19
1785226600,0,1.67168e+10,121.263,2.33333,0.47,0.56,0.45,8.68925e+07,6.45947e+09,7.18308e+09,141.442
1785226900,1,1.68656e+10,137.916,2.81053,0.08,0.46,0.28,8.68925e+07,6.46043e+09,7.18773e+09,160.979
1785227200,2,1.70154e+10,158.351,3.67018,0.33,0.45,0.37,8.68925e+07,6.46141e+09,7.18697e+09,187.989
1785227500,1,1.71607e+10,185.807,4.61404,0.17,0.41,0.33,8.68925e+07,6.4624e+09,7.17867e+09,221.218
1785227800,1,1.73114e+10,198.425,5.12282,0.34,0.43,0.4,8.68925e+07,6.46338e+09,7.18086e+09,236.72
1785228100,1,1.74633e+10,189.677,4.97193,0.8,0.46,0.55,8.68925e+07,6.46423e+09,7.17637e+09,227.926
1785228400,2,1.76155e+10,177.105,4.21052,0.3,0.42,0.39,8.68925e+07,6.46521e+09,7.18594e+09,209.649
1785228700,0,1.77626e+10,150.937,3.24211,0.26,0.44,0.45,8.68925e+07,6.46618e+09,7.17489e+09,176.941
1785229000,1,1.79127e+10,127.337,2.55087,0.17,0.39,0.32,8.68925e+07,6.46714e+09,7.17545e+09,149.459
1785229300,0,1.80631e+10,116.744,2.22456,0.46,0.39,0.39,8.68966e+07,6.47113e+09,7.17927e+09,135.6
1785229600,0,1.82124e+10,112.793,2.11579,0.21,0.34,0.28,8.68966e+07,6.4721e+09,7.18843e+09,131.025
1785229900,0,1.83624e+10,114.186,2.15087,0.35,0.33,0.3,8.68966e+07,6.47294e+09,7.18651e+09,132.786
1785230200,0,1.85118e+10,118.884,2.33684,0.2,0.31,0.26,8.68966e+07,6.4739e+09,7.19275e+09,138.846
1785230500,1,1.86585e+10,137.537,2.81755,0.2,0.27,0.21,8.68966e+07,6.47488e+09,7.18582e+09,160.744
1785230800,0,1.881e+10,163.063,3.67018,0.13,0.26,0.24,8.68966e+07,6.47585e+09,7.19223e+09,192.87
1785231100,0,1.89581e+10,180.231,4.62104,0.58,0.35,0.47,8.68966e+07,6.47684e+09,7.17719e+09,215.15
1785231400,0,1.91093e+10,198.466,5.1228,0.17,0.35,0.37,8.68966e+07,6.4778e+09,7.17773e+09,237.824
1785231700,0,1.92617e+10,195.074,4.97544,0.43,0.35,0.38,8.68966e+07,6.47877e+09,7.18687e+09,232.102
1785232000,1,1.94158e+10,173.102,4.21404,0.27,0.38,0.41,8.68966e+07,6.47974e+09,7.18422e+09,205.962
1785232300,1,1.95657e+10,150.993,3.2421,0.49,0.36,0.36,8.68966e+07,6.48075e+09,7.17199e+09,177.712
1785232600,0,1.97136e+10,128.968,2.55439,0.41,0.39,0.43,8.68966e+07,6.48191e+09,7.18281e+09,150.358
1785232900,1,1.98633e+10,116.677,2.22106,0.23,0.37,0.36,8.68966e+07,6.48725e+09,7.18196e+09,135.586
1785233200,0,2.00126e+10,111.695,2.1193,0.16,0.33,0.26,8.68966e+07,6.48828e+09,7.18288e+09,130.319
1785233500,0,2.01646e+10,114.018,2.14738,0.39,0.36,0.37,8.68966e+07,6.48944e+09,7.1841e+09,132.302
1785233800,1,2.03135e+10,121.432,2.33334,0.09,0.34,0.31,8.68966e+07,6.49047e+09,7.18285e+09,141.162
1785234100,0,2.0465e+10,134.028,2.81052,0.51,0.33,0.34,8.68966e+07,6.49164e+09,7.18521e+09,157.772
1785234400,2,2.06129e+10,162.793,3.67018,0.64,0.45,0.62,8.68966e+07,6.49281e+09,7.17208e+09,191.986
1785234700,2,2.07637e+10,185.923,4.61404,0.62,0.46,0.53,8.68966e+07,6.49384e+09,7.17139e+09,221.523
1785235000,2,2.09112e+10,192.294,5.1228,0.21,0.43,0.43,8.68966e+07,6.49497e+09,7.1897e+09,231.185
1785235300,1,2.10583e+10,195.551,4.96842,0.56,0.48,0.54,8.68966e+07,6.49582e+09,7.17408e+09,232.396
1785235600,0,2.12129e+10,177.004,4.21054,0.61,0.54,0.64,8.68966e+07,6.49678e+09,7.18134e+09,210.453
1785235900,3,2.13637e+10,148.846,3.24211,0.36,0.49,0.47,8.68966e+07,6.49769e+09,7.18712e+09,175.035
1785236200,2,2.15118e+10,128.762,2.55088,0.45,0.44,0.39,8.68966e+07,6.49852e+09,7.18293e+09,150.277
1785236500,0,2.16599e+10,117.305,2.22456,0.27,0.42,0.36,8.68966e+07,6.46472e+09,7.18379e+09,136.544
1785236800,2,2.18102e+10,112.66,2.11579,0.35,0.41,0.38,8.68966e+07,6.46582e+09,7.18857e+09,130.859
1785237100,0,2.19577e+10,112.2,2.14386,0.64,0.47,0.53,8.68966e+07,6.46665e+09,7.18113e+09,130.621
1785237400,0,2.2105e+10,121.169,2.34035,0.66,0.55,0.66,8.68966e+07,6.4676e+09,7.18048e+09,141.326
1785237700,1,2.2256e+10,137.775,2.81754,0.83,0.6,0.72,8.68966e+07,6.46843e+09,7.17779e+09,160.898
1785238000,1,2.24067e+10,157.902,3.66667,0.17,0.52,0.45,8.68966e+07,6.46937e+09,7.17289e+09,187.811
1785238300,1,2.25527e+10,185.516,4.61404,0.44,0.46,0.38,8.68966e+07,6.47021e+09,7.18187e+09,220.713
1785238600,1,2.27042e+10,198.15,5.12279,0.51,0.59,0.68,8.68966e+07,6.47134e+09,7.18287e+09,236.445
1785238900,0,2.28521e+10,189.888,4.97543,0.37,0.51,0.46,8.68966e+07,6.47237e+09,7.18173e+09,227.894
1785239200,0,2.30011e+10,177.284,4.21404,0.55,0.48,0.45,8.68966e+07,6.47349e+09,7.17004e+09,209.853
1785239500,2,2.31513e+10,150.916,3.2421,0.27,0.5,0.5,8.68966e+07,6.47478e+09,7.17929e+09,177.028
1785239800,1,2.3299e+10,128.26,2.55439,0.43,0.44,0.38,8.68966e+07,6.47582e+09,7.18317e+09,150.071
1785240100,1,2.34475e+10,116.327,2.22106,0.36,0.43,0.39,8.68966e+07,6.48118e+09,7.18942e+09,135.288
1785240400,2,2.35995e+10,112.828,2.11579,0.18,0.34,0.24,8.68966e+07,6.48234e+09,7.19205e+09,130.989
1785240700,0,2.37505e+10,114.147,2.14736,0.53,0.4,0.45,8.68966e+07,6.48316e+09,7.18235e+09,132.821
1785241000,0,2.38995e+10,118.558,2.33334,0.38,0.42,0.45,8.68966e+07,6.48397e+09,7.18568e+09,138.544
1785241300,3,2.40483e+10,137.621,2.81404,0.17,0.39,0.34,8.68966e+07,6.48493e+09,7.19358e+09,161.021
1785241600,1,2.41941e+10,163.137,3.67018,0.17,0.49,0.51,8.68966e+07,6.48573e+09,7.18703e+09,192.863
1785241900,1,2.43503e+10,179.853,4.61755,0.5,0.46,0.47,8.68966e+07,6.48668e+09,7.18821e+09,214.772
1785242200,2,2.45039e+10,198.586,5.12281,0.43,0.46,0.47,8.68966e+07,6.48749e+09,7.1825e+09,237.944
1785242500,2,2.46602e+10,194.446,4.96843,0.27,0.44,0.4,8.68966e+07,6.48844e+09,7.18873e+09,231.302
1785242800,0,2.481e+10,174.088,4.21053,0.25,0.44,0.42,8.68966e+07,6.48926e+09,7.17489e+09,206.888
1785243100,1,2.49578e+10,150.929,3.23859,0.1,0.36,0.26,8.68966e+07,6.55007e+09,7.16989e+09,177.575
1785243400,1,2.51082e+10,129.017,2.55087,0.68,0.38,0.37,8.68966e+07,6.55102e+09,7.17992e+09,150.365
1785243700,1,2.52599e+10,117.021,2.22456,0.24,0.34,0.31,8.68966e+07,6.55487e+09,7.19797e+09,135.909
1785244000,0,2.54082e+10,111.288,2.12281,0.36,0.36,0.35,8.68966e+07,6.55582e+09,7.18873e+09,129.898
1785244300,1,2.55558e+10,114.176,2.14387,0.32,0.33,0.3,8.68966e+07,6.55664e+09,7.18392e+09,132.457
1785244600,0,2.57059e+10,121.477,2.34035,0.13,0.32,0.27,8.68966e+07,6.55747e+09,7.19422e+09,141.365
1785244900,1,2.58558e+10,134.449,2.81404,0.7,0.39,0.48,8.68966e+07,6.55843e+09,7.18062e+09,158.144
1785245200,2,2.60068e+10,162.937,3.67018,0.2,0.34,0.32,8.68966e+07,6.55926e+09,7.18376e+09,192.113
1785245500,1,2.61571e+10,186.576,4.61404,0.46,0.31,0.28,8.68966e+07,6.56022e+09,7.18094e+09,222.218
1785245800,1,2.63046e+10,192.927,5.1193,0.46,0.32,0.34,8.68966e+07,6.56103e+09,7.17719e+09,231.625
1785246100,2,2.64543e+10,195.291,4.97543,1.29,0.43,0.67,8.68966e+07,6.56199e+09,7.18444e+09,232.256
1785246400,0,2.66035e+10,177.445,4.21403,0.38,0.37,0.41,8.68966e+07,6.56282e+09,7.18657e+09,210.863
1785246700,1,2.67557e+10,149.702,3.2421,0.42,0.36,0.39,8.68966e+07,6.56375e+09,7.19352e+09,175.702
1785247000,0,2.69078e+10,128.446,2.55439,0.17,0.32,0.27,8.68966e+07,6.56456e+09,7.17746e+09,149.807
1785247300,1,2.70584e+10,117.281,2.22105,0.21,0.29,0.26,8.68966e+07,6.56968e+09,7.18757e+09,136.516
1785247600,1,2.72064e+10,112.758,2.1193,0.33,0.3,0.31,8.68966e+07,6.57048e+09,7.18584e+09,130.954
1785247900,1,2.73519e+10,111.884,2.14737,0.33,0.29,0.31,8.68966e+07,6.57143e+09,7.19119e+09,130.348
1785248200,1,2.74978e+10,121.365,2.33333,0.41,0.3,0.35,8.68966e+07,6.57236e+09,7.18677e+09,141.484
1785248500,0,2.76428e+10,137.989,2.81404,0.19,0.32,0.33,8.68966e+07,6.57316e+09,7.18375e+09,161.119
1785248800,1,2.7794e+10,158.813,3.67016,0.79,0.41,0.56,8.68966e+07,6.5741e+09,7.18316e+09,188.768
1785249100,2,2.7943e+10,185.969,4.61755,0.52,0.43,0.51,8.68966e+07,6.5749e+09,7.18498e+09,221.074
1785249400,1,2.80903e+10,198.878,5.12282,0.17,0.41,0.38,8.68966e+07,6.57584e+09,7.18102e+09,237.172
1785249700,2,2.82421e+10,191.488,4.96842,0.3,0.36,0.31,8.68966e+07,6.57666e+09,7.18631e+09,229.505
1785250000,2,2.8389e+10,177.27,4.20702,0.34,0.35,0.32,8.68966e+07,6.5776e+09,7.18338e+09,209.755
1785250300,2,2.85373e+10,151.032,3.2386,0.4,0.38,0.41,8.68966e+07,6.57856e+09,7.18677e+09,177.084
1785250600,0,2.868e+10,128.347,2.54737,0.86,0.46,0.6,8.68966e+07,6.57937e+09,7.18801e+09,150.249
1785250900,0,2.88299e+10,115.664,2.22457,0.66,0.63,0.84,8.68966e+07,6.54638e+09,7.18651e+09,134.611
1785251200,0,2.8977e+10,112.979,2.1193,0.14,0.58,0.55,8.68966e+07,6.54718e+09,7.18546e+09,131.162
1785251500,1,2.91284e+10,114.074,2.14737,0.42,0.54,0.49,8.68966e+07,6.54811e+09,7.18211e+09,132.695
1785251800,2,2.92759e+10,118.804,2.33684,0.47,0.53,0.51,8.68966e+07,6.54905e+09,7.19039e+09,138.768
1785252100,1,2.94245e+10,137.786,2.81403,0.85,0.51,0.54,8.68966e+07,6.54999e+09,7.18165e+09,161.172
1785252400,1,2.95796e+10,163.316,3.67018,0.71,0.5,0.52,8.68966e+07,6.55079e+09,7.17904e+09,192.884
1785252700,0,2.97272e+10,181.484,4.61754,1.02,0.51,0.59,8.68966e+07,6.55173e+09,7.17889e+09,216.396
1785253000,1,2.9879e+10,199.036,5.12283,0.57,0.47,0.49,8.68966e+07,6.55268e+09,7.17692e+09,238.387
1785253300,2,3.00322e+10,195.052,4.97543,0.48,0.47,0.5,8.68966e+07,6.55349e+09,7.17576e+09,232.024
1785253600,3,3.01841e+10,175.063,4.21404,0.42,0.42,0.39,8.68966e+07,6.55436e+09,7.17586e+09,207.719
1785253900,1,3.03343e+10,150.018,3.24211,0.38,0.35,0.28,8.68966e+07,6.55649e+09,7.1843e+09,176.874
1785254200,1,3.04868e+10,129.113,2.55439,0.21,0.35,0.3,8.68966e+07,6.55757e+09,7.17896e+09,150.464
1785254500,1,3.06391e+10,116.712,2.22106,0.54,0.33,0.32,8.68966e+07,6.56258e+09,7.18616e+09,135.653
1785254800,1,3.07856e+10,110.821,2.11929,0.26,0.33,0.32,8.69048e+07,6.6582e+09,7.19986e+09,129.463
1785255100,1,3.09377e+10,114.08,2.14736,0.33,0.31,0.3,8.69048e+07,6.65902e+09,7.19163e+09,132.491
1785255400,1,3.1088e+10,121.196,2.33333,0.17,0.27,0.25,8.69048e+07,6.66036e+09,7.19747e+09,141.274
1785255700,1,3.12388e+10,134.677,2.81053,0.13,0.25,0.21,8.69048e+07,6.66169e+09,7.18274e+09,158.453
1785256000,1,3.13856e+10,163.031,3.67016,0.68,0.31,0.37,8.69048e+07,6.66262e+09,7.18816e+09,192.185
1785256300,1,3.15313e+10,186.361,4.61754,0.27,0.31,0.36,8.69048e+07,6.66342e+09,7.17789e+09,222.042
1785256600,1,3.16746e+10,195.752,5.12284,0.63,0.33,0.42,8.69048e+07,6.66435e+09,7.17984e+09,234.135
1785256900,0,3.1824e+10,195.042,4.97193,0.71,0.35,0.43,8.69048e+07,6.66515e+09,7.18486e+09,232.105
1785257200,2,3.19721e+10,177.383,4.21404,0.41,0.33,0.35,8.69048e+07,6.6661e+09,7.19154e+09,210.958
1785257500,0,3.21226e+10,149.958,3.24562,0.19,0.28,0.24,8.69048e+07,6.66705e+09,7.18561e+09,175.941
1785257800,0,3.22744e+10,127.102,2.55088,0.39,0.29,0.3,8.69048e+07,6.668e+09,7.18876e+09,148.681
1785258100,0,3.24256e+10,117.263,2.22456,0.53,0.33,0.4,8.69253e+07,6.66974e+09,7.1918e+09,136.484
1785258400,1,3.25739e+10,112.463,2.11579,0.09,0.3,0.28,8.69253e+07,6.67069e+09,7.18882e+09,130.758
1785258700,1,3.27261e+10,112.007,2.14737,0.47,0.27,0.26,8.69253e+07,6.67163e+09,7.18793e+09,130.565
1785259000,1,3.28728e+10,121.463,2.33333,1.25,0.38,0.57,8.69253e+07,6.67265e+09,7.18879e+09,141.586
1785259300,2,3.30196e+10,137.846,2.81755,0.26,0.36,0.43,8.69253e+07,6.67367e+09,7.18275e+09,160.881
1785259600,1,3.3168e+10,159.432,3.66316,0.16,0.37,0.4,8.69253e+07,6.67449e+09,7.17777e+09,189.589
1785259900,2,3.33129e+10,186.102,4.62106,0.14,0.35,0.33,8.69253e+07,6.67545e+09,7.17862e+09,221.053
1785260200,1,3.3461e+10,198.919,5.1228,0.38,0.39,0.44,8.69253e+07,6.67641e+09,7.17921e+09,237.185
1785260500,2,3.36124e+10,193.779,4.97194,0.59,0.45,0.58,8.69253e+07,6.67737e+09,7.17713e+09,231.807
1785260800,0,3.37637e+10,176.049,4.21052,0.45,0.42,0.44,8.69253e+07,6.67834e+09,7.18986e+09,208.701
1785261100,0,3.39136e+10,151.042,3.23859,0.19,0.44,0.44,8.69253e+07,6.6793e+09,7.18069e+09,177.045
1785261400,0,3.4064e+10,128.253,2.55088,0.38,0.4,0.37,8.69253e+07,6.68014e+09,7.17413e+09,150.109
1785261700,1,3.42116e+10,114.698,2.22456,0.27,0.36,0.28,8.69253e+07,6.68549e+09,7.18723e+09,133.825
1785262000,0,3.43621e+10,112.951,2.1193,0.46,0.37,0.37,8.69253e+07,6.68645e+09,7.19099e+09,131.196
1785262300,0,3.45122e+10,113.856,2.14385,0.79,0.44,0.55,8.69253e+07,6.68744e+09,7.19329e+09,132.487
1785262600,1,3.46639e+10,118.87,2.33684,0.09,0.35,0.3,8.69253e+07,6.6884e+09,7.18036e+09,138.856
1785262900,1,3.48202e+10,137.768,2.81404,0.24,0.34,0.3,8.69253e+07,6.68935e+09,7.17817e+09,161.319
1785263200,0,3.49678e+10,163.046,3.66667,0.18,0.34,0.32,8.69253e+07,6.6903e+09,7.18672e+09,192.558
1785263500,2,3.5118e+10,183.688,4.61404,0.4,0.39,0.44,8.69253e+07,6.69112e+09,7.18601e+09,218.527
1785263800,1,3.52669e+10,198.439,5.12282,0.26,0.41,0.42,8.69253e+07,6.69216e+09,7.18465e+09,238.001
1785264100,3,3.54153e+10,195.572,4.97544,0.34,0.41,0.41,8.69253e+07,6.69311e+09,7.18327e+09,232.453
1785264400,1,3.55683e+10,176.677,4.21403,0.44,0.43,0.44,8.69253e+07,6.69394e+09,7.18339e+09,209.389
1785264700,0,3.57186e+10,148.845,3.23859,0.28,0.42,0.39,8.69253e+07,6.69503e+09,7.18321e+09,175.621
1785265000,1,3.58713e+10,129.098,2.55438,0.07,0.32,0.2,8.69253e+07,6.69603e+09,7.18143e+09,150.54
1785265300,2,3.60208e+10,116.645,2.22105,0.2,0.27,0.17,8.69253e+07,6.66332e+09,7.19142e+09,135.54
1785265600,1,3.61691e+10,110.782,2.1193,0.22,0.29,0.29,8.69253e+07,6.66472e+09,7.18918e+09,129.498
1785265900,2,3.63185e+10,114.186,2.14737,0.2,0.26,0.25,8.69253e+07,6.66607e+09,7.18667e+09,132.481
1785266200,2,3.64685e+10,121.024,2.33333,0.65,0.33,0.45,8.69253e+07,6.6674e+09,7.19218e+09,141.151
1785266500,1,3.66183e+10,135.322,2.81754,0.44,0.32,0.36,8.69253e+07,6.66851e+09,7.19088e+09,158.898
1785266800,1,3.677e+10,163.214,3.66666,0.23,0.33,0.34,8.69253e+07,6.66964e+09,7.18141e+09,192.249
1785267100,3,3.69221e+10,186.217,4.62104,0.27,0.3,0.29,8.69253e+07,6.67064e+09,7.17904e+09,221.982
1785267400,1,3.70693e+10,198.042,5.12281,0.54,0.37,0.48,8.69253e+07,6.67178e+09,7.17648e+09,236.316
1785267700,3,3.72176e+10,194.087,4.96491,0.31,0.33,0.32,8.69253e+07,6.67279e+09,7.17876e+09,231.066
1785268000,2,3.73674e+10,177.372,4.21052,0.42,0.37,0.42,8.69253e+07,6.67401e+09,7.17871e+09,210.947
1785268300,1,3.75157e+10,150.568,3.2421,0.13,0.33,0.28,8.69253e+07,6.67511e+09,7.16839e+09,176.561
1785268600,0,3.76631e+10,126.446,2.55088,0.4,0.3,0.28,8.69253e+07,6.67626e+09,7.16908e+09,148.06
1785268900,0,3.78084e+10,117.424,2.22456,0.13,0.25,0.18,8.69253e+07,6.6816e+09,7.18809e+09,136.596
1785269200,1,3.79567e+10,112.41,2.11929,0.28,0.28,0.3,8.69253e+07,6.68276e+09,7.18858e+09,130.628
1785269500,2,3.8105e+10,111.99,2.14737,0.38,0.29,0.33,8.69253e+07,6.68371e+09,7.19343e+09,130.667
1785269800,1,3.82541e+10,121.435,2.33684,0.71,0.41,0.61,8.69253e+07,6.68453e+09,7.19184e+09,141.572
1785270100,0,3.84034e+10,137.431,2.81403,0.16,0.37,0.41,8.69253e+07,6.68549e+09,7.18678e+09,160.533
1785270400,1,3.85526e+10,161.537,3.66667,0.51,0.34,0.34,8.69253e+07,6.68644e+09,7.18614e+09,191.537
1785270700,2,3.87009e+10,186.354,4.62105,0.61,0.46,0.6,8.69253e+07,6.68738e+09,7.18432e+09,221.144
1785271000,0,3.88494e+10,198.828,5.12631,0.37,0.45,0.49,8.69253e+07,6.6882e+09,7.17818e+09,237.091
1785271300,1,3.89991e+10,195.548,4.97194,0.46,0.54,0.65,8.69253e+07,6.6891e+09,7.18009e+09,233.492
1785271600,1,3.91509e+10,174.519,4.20701,0.13,0.44,0.35,8.69253e+07,6.68991e+09,7.18535e+09,207.308
1785271900,2,3.9303e+10,151.449,3.2386,0.27,0.4,0.32,8.69253e+07,6.69093e+09,7.18386e+09,177.509
1785272200,1,3.94582e+10,128.649,2.55087,0.14,0.35,0.26,8.69253e+07,6.69187e+09,7.18814e+09,150.628
1785272500,2,3.96052e+10,115.077,2.22456,0.35,0.33,0.29,8.69253e+07,6.69585e+09,7.19085e+09,134.028
1785272800,0,3.97514e+10,113.081,2.11579,0.2,0.34,0.31,8.69253e+07,6.697e+09,7.18728e+09,131.361
1785273100,0,3.98993e+10,113.751,2.14386,0.43,0.34,0.35,8.69253e+07,6.69781e+09,7.19114e+09,132.354
1785273400,2,4.0052e+10,119.34,2.33333,0.27,0.32,0.3,8.69253e+07,6.69876e+09,7.19114e+09,139.295
1785273700,1,4.0204e+10,137.902,2.81754,0.33,0.3,0.28,8.69253e+07,6.69973e+09,7.19047e+09,161.526
1785274000,1,4.03554e+10,162.737,3.67017,0.1,0.24,0.16,8.69253e+07,6.70069e+09,7.19691e+09,192.028
1785274300,1,4.0503e+10,186.172,4.61404,0.44,0.26,0.28,8.69253e+07,6.70165e+09,7.186e+09,220.916
1785274600,2,4.06519e+10,197.638,5.1263,0.34,0.31,0.38,8.69253e+07,6.70246e+09,7.18053e+09,237.133
1785274900,2,4.08016e+10,195.562,4.97544,0.28,0.32,0.35,8.69253e+07,6.70361e+09,7.19172e+09,232.39
1785275200,0,4.09528e+10,177.351,4.21053,0.7,0.38,0.48,8.69253e+07,6.70455e+09,7.18397e+09,210.091
1785275500,1,4.11037e+10,147.839,3.24211,0.41,0.38,0.44,8.69253e+07,6.70556e+09,7.19053e+09,174.73
1785275800,1,4.12511e+10,129.214,2.55438,1.09,0.54,0.78,8.69253e+07,6.70637e+09,7.1777e+09,150.687
1785276100,2,4.14034e+10,116.926,2.22456,0.65,0.57,0.7,8.69253e+07,6.71149e+09,7.18987e+09,135.87
1785276400,0,4.15532e+10,110.807,2.11929,0.28,0.55,0.54,8.69253e+07,6.71229e+09,7.18666e+09,129.501
1785276700,1,4.17065e+10,114.305,2.14737,0.27,0.47,0.38,8.69253e+07,6.71322e+09,7.18741e+09,132.6
1785277000,3,4.186e+10,120.913,2.33685,0.19,0.4,0.27,8.69253e+07,6.71403e+09,7.18882e+09,141.106
1785277300,2,4.20148e+10,136.568,2.81404,0.22,0.35,0.26,8.69253e+07,6.71496e+09,7.18695e+09,159.94
1785277600,1,4.21636e+10,163,3.66666,0.37,0.36,0.32,8.69253e+07,6.71577e+09,7.18419e+09,192.151
1785277900,1,4.23147e+10,185.513,4.61405,0.83,0.39,0.46,8.69253e+07,6.71672e+09,7.19166e+09,221.33
1785278200,1,4.24625e+10,199.246,5.12281,0.24,0.35,0.33,8.69253e+07,6.71767e+09,7.19499e+09,237.526
1785278500,1,4.26094e+10,192.144,4.97544,0.18,0.33,0.28,8.69253e+07,6.71847e+09,7.18293e+09,229.281
1785278800,1,4.27615e+10,177.34,4.21404,0.13,0.29,0.23,8.69253e+07,6.71941e+09,7.17937e+09,210.811
1785279100,0,4.29117e+10,151.021,3.24211,0.3,0.3,0.29,8.69253e+07,6.72021e+09,7.18589e+09,177.095
1785279400,0,4.30594e+10,126.421,2.55438,0.49,0.28,0.29,8.69253e+07,6.72115e+09,7.18038e+09,148.084
1785279700,2,4.32087e+10,117.354,2.22456,0.15,0.25,0.21,8.69294e+07,6.68734e+09,7.18734e+09,136.621
1785280000,0,4.3359e+10,112.814,2.1193,0.56,0.28,0.32,8.69294e+07,6.68828e+09,7.1859e+09,131.011
1785280300,0,4.35108e+10,112.376,2.15088,0.38,0.25,0.26,8.69294e+07,6.68909e+09,7.18423e+09,131.112
1785280600,0,4.36636e+10,121.526,2.33333,0.38,0.24,0.25,8.69294e+07,6.69003e+09,7.18763e+09,141.526
1785280900,2,4.3812e+10,137.341,2.81404,0.28,0.25,0.25,8.69294e+07,6.69097e+09,7.18198e+09,160.369
1785281200,2,4.39664e+10,163.141,3.66667,0.56,0.29,0.36,8.69294e+07,6.69192e+09,7.18763e+09,193.007
1785281500,0,4.41141e+10,185.733,4.61754,0.35,0.28,0.3,8.69294e+07,6.69275e+09,7.18572e+09,220.561
1785281800,3,4.42639e+10,198.565,5.12281,0.18,0.25,0.23,8.69294e+07,6.6937e+09,7.18632e+09,236.818
1785282100,2,4.44144e+10,195.74,4.97543,0.52,0.3,0.37,8.69294e+07,6.69465e+09,7.18326e+09,233.754
1785282400,0,4.456e+10,173.365,4.21404,0.47,0.27,0.29,8.69294e+07,6.6956e+09,7.17848e+09,206.228
1785282700,0,4.47121e+10,151.274,3.2421,0.27,0.26,0.26,8.69294e+07,6.69657e+09,7.18264e+09,177.452
1785283000,0,4.4865e+10,129.249,2.55438,0.6,0.29,0.32,8.69294e+07,6.69752e+09,7.18167e+09,151.119
1785283300,1,4.50178e+10,115.218,2.22106,0.26,0.27,0.29,8.69294e+07,6.70253e+09,7.19163e+09,134.151
1785283600,0,4.51683e+10,113.151,2.1193,0.18,0.24,0.2,8.69294e+07,6.70348e+09,7.1931e+09,131.509
1785283900,0,4.53209e+10,114.148,2.14737,0.02,0.2,0.14,8.69376e+07,6.70515e+09,7.1927e+09,132.737
1785284200,0,4.5468e+10,120.281,2.33333,0.15,0.24,0.24,8.69376e+07,6.70596e+09,7.19303e+09,140.312
1785284500,0,4.56186e+10,137.86,2.81755,0.19,0.26,0.27,8.69376e+07,6.7069e+09,7.19378e+09,161.509
1785284800,1,4.57695e+10,162.747,3.66667,0.32,0.28,0.34,8.69376e+07,6.70771e+09,7.18513e+09,192.077
1785285100,2,4.59175e+10,187.372,4.62106,1.14,0.36,0.54,8.69376e+07,6.70865e+09,7.1816e+09,221.906
1785285400,1,4.60714e+10,195.835,5.1228,0.99,0.4,0.57,8.69376e+07,6.70959e+09,7.17918e+09,235.41
1785285700,0,4.62193e+10,195.014,4.97194,0.15,0.43,0.47,8.69376e+07,6.71041e+09,7.18319e+09,231.884
1785286000,1,4.63679e+10,177.775,4.21404,0.21,0.39,0.35,8.69376e+07,6.71134e+09,7.17692e+09,210.46
1785286300,0,4.65169e+10,147.968,3.24561,0.27,0.37,0.35,8.69376e+07,6.71215e+09,7.19122e+09,174.765
1785286600,2,4.66683e+10,129.323,2.55088,0.56,0.37,0.38,8.69376e+07,6.7131e+09,7.18483e+09,150.604
1785286900,0,4.68198e+10,117.446,2.22456,0.28,0.36,0.36,8.69376e+07,6.71682e+09,7.18992e+09,136.368
1785287200,0,4.69663e+10,111.281,2.11579,0.61,0.37,0.4,8.69376e+07,6.71764e+09,7.19093e+09,129.944
1785287500,0,4.71197e+10,114.326,2.14737,0.16,0.34,0.32,8.69376e+07,6.71858e+09,7.19085e+09,132.646
1785287800,0,4.72713e+10,121.235,2.33684,0.18,0.28,0.22,8.69376e+07,6.71952e+09,7.19538e+09,141.442
